Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
Oggi la percentuale è del 44%,chat chat chat è è è sono sono sono possono possono possono sono sono infatti sono sonono ap sono,44.4444,0.0549,0.0,0.0058,0.3309
C' è davvero l' imbarazzo della scelta,serie serie serie sono sono sono infatti infatti infatti sono sono questi questi questi sono sono che sono sono perché,29.881,0.0,0.0,0.403,0.4582
Adesso è forse solo un' illusione,sono sono sono possono possono possono sono sono anche anche sono sono questo questo sono sono film film film sono,30.6944,0.0,0.0,-0.0909,0.2316
La risposta è categorica : no .,pi pi pi Pi Pi Pi pi pi sono pi pipi pi pi più pi pi è pi pi,33.0556,0.061,0.0,0.3827,0.613
E ora è arrivato anche in Italia,si rivela rivela rivela nasconde rivela rivela presenta presenta presenta racconta racconta racconta presenta presenta lo presenta presenta presentano presenta,43.8492,0.0,0.0,0.2867,0.3521
Ma le cose non sono mai così semplici .,anche anche anche italiano italiano italiano anche anche italiana italiana italiana italiano italiano italiana italiano italiana italiana anche anche storia,56.4815,0.0,0.0,-0.3947,0.064
Ha svolto una rilevante attività didattica principalmente nel settore scientifico disciplinare oggetto del concorso .,sono infatti infatti infatti anche anche anche infatti infatti italiano italiano italiano infatti infatti uomo uomo uomo infatti uomo infatti,16.4774,0.0,0.0,0.1442,0.1632
« Questo non è il momento giusto,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere parole parole parole sono parole parole parola parole parole,32.4603,0.0,0.0,0.1162,0.3079
Ma anche questo è un dato su cui riflettere,infatti infatti infatti possono possono possono infatti infatti anche infatti infatti sono infatti infatti uomo uomo uomo infatti infatti vivere,19.1468,0.0,0.0,-0.1185,0.1383
Le piazze saranno piene » .,pi pi pi Pi Pi Pi pi Pi pi pi sono sono sono infatti infatti infatti anche anche infatti infatti,66.6667,0.0,0.0,-0.1243,-0.1101
Non può infatti presentare la domanda adesso .,italiano italiano italiano anche anche anche leggere leggere leggere scrivere leggere leggere vivere leggere leggere se leggere leggere vedere leggere,44.6429,0.0,0.0,-0.6618,-0.3749
Vi saluto tutti e vi ringrazio per l' attenzione .,italiano italiano italiano infatti infatti infatti anche anche anche infatti infatti solo solo solo infatti infatti esempio esempio esempio infatti,18.1052,0.0,0.0,0.249,-0.0686
"Nonostante ciò , la ragazza non si ferma",anche anche anche infatti infatti infatti anche anche film film film video film film cinema film film cerco film film,15.8631,0.0,0.0,-0.2201,-0.0362
Ma questo è solo un pensiero malizioso .,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono possono possono possono sono sono anche,32.6885,0.0,0.0,0.2538,0.3255
E lo stesso vale per me,infatti infatti infatti anche infatti infatti esempio esempio esempio infatti infatti inoltre infatti infatti possono infatti infatti essere infatti infatti,7.9167,0.0,0.0,0.0988,0.2138
Ma c' è da fare ancora moltissimo .,italiano italiano italiano questo questo questo cerco cerco cerco cerca cerco cerco ho cerco cerco che cerco cerco film film,44.6429,0.0,0.0,-0.4663,-0.2076
E tuttavia ci sono ancora molte cose da fare,si si si sono sono sono infatti infatti infatti anche anche infatti infatti questo questo questo perché perché perché infatti,46.875,0.0,0.0,-0.2727,-0.0536
L' assunto difensivo non può essere condiviso,italiano italiano italiano è è è che che che sono sono sono che sono che che film film film questo,41.2698,0.0,0.0,-0.0307,0.1756
L' ingresso è gratuito fino ad esaurimento dei posti,sono sono sono un un un sono sono che film film film un un film film questo questo questo film,28.6376,0.0,0.0,-0.26,-0.1228
""" Il bilancio è estremamente positivo .",",,, infatti infatti infatti → → → → →→ → → testa → → 2017 →",29.881,0.0,0.0,-0.5584,-0.4789
Eppure ci sono punti di contatto .,italiano italiano italiano anche anche anche infatti infatti infatti anche anche film film film sono film film questo film film,33.0556,0.0676,0.0,0.1452,-0.229
"Sarebbe , questa sì , una rivoluzione .",anche anche anche uomo uomo uomo per per per uomo uomo cerco cerco cerco per per cerco cerco cerca cerco,44.6429,0.0,0.0,-0.4004,-0.2799
"Questa sì , sarebbe una rivoluzione .",possono anche anche anche italiano italiano italiano anche anche spesso spesso spesso anche anche parola parola parola parole parola parola,43.8492,0.0,0.0,-0.1043,-0.3189
"Nessuno altro chiedendo di intervenire , la Commissione approva la proposta di parere formulata dal relatore .",italiano italiano italiano anche anche anche sono sono sono anche anche infatti anche anche leggere leggere leggere vivere vivere vivere,10.0992,0.0,0.0,-0.1566,-0.0234
C' è tuttavia un ma,italiano italiano italiano anche anche anche infatti infatti infatti anche anche scritto scritto scritto scritta scritta scritta scritto scritto scrivere,39.1667,0.0,0.0,-0.2679,-0.1232
e di cosa si tratta .,anche anche anche infatti infatti infatti anche anche sono infatti infatti sono infatti anche infatti anche sono sono infatti sono,41.3889,0.0,0.0,0.138,-0.1584
Che è vero esattamente il contrario .,", anche anche anche sono sono sono possono possono possono sono sono anche anche film film film sono sono film",12.6587,0.0,0.0,-0.2818,-0.0861
La situazione è quindi : 1,anche anche anche possono possono possono anche anche scrivere scrivere scrivere possono possono genere genere genere possono possono infatti anche,27.6389,0.0,0.0,-0.5235,-0.2383
"La colpa non è tutta loro , naturalmente .",anche anche anche italiano italiano italiano anche anche schermo schermo schermo anche anche film film film schermo schermo film film,21.8089,0.0,0.0,-0.2951,-0.2172
è proprio difficile da capire .,anche anche anche infatti infatti infatti anche anche possono possono possono anche anche film film film anche anche leggere leggere,45.5556,0.0,0.0,-0.0631,-0.1143
"Ha svolto attività di ricerca , anche all' estero .",italiano italiano italiano infatti infatti infatti anche anche anche infatti infatti vivere vivere vivere infatti infatti inoltre infatti infatti oggi,16.7163,0.0,0.0,0.0927,-0.23
Per ora la strada è ancora in salita,chat chat chat. realtà realtà realtà sono realtà realtà foto realtà realtà nota realtà realtà ’ realtà realtà vita,34.2036,0.0543,0.0,0.0486,-0.0501
"è un parere personale , ovviamente .",italiano italiano italiano anche anche anche infatti infatti infatti anche anche vivere vivere vivere leggere leggere leggere vivere vivere film,32.4603,0.0,0.0,-0.4234,-0.1217
In che modo faranno questo,italiano italiano italiano è è è infatti infatti infatti italiano italiano infatti italiano uomo uomo uomo italiano italiano uomo italiano,50.0,0.0,0.0,-0.1308,0.18
Questo è giusto fino a un certo punto,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere parole parole parole parola parole parole sono parole parole,30.4563,0.0,0.0,0.2269,0.1738
200 L' articolo 9 è sostituito dal seguente : Art,più più sono sono sono film film film sono sono possono sono sono infatti sono sono presentano sono sono anche,16.5311,0.0,0.0,0.1005,-0.0471
Sin da adesso il giudizio su di lui è assai positivo,può anche anche anche infatti infatti infatti possono possono possono anche anche possono possono infatti infatti anche anche leggere leggere,17.0349,0.0,0.0,-0.0478,-0.0289
Questa è una domanda affatto banale .,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere parole parole parole parola parole parole sono parole parole,32.4603,0.0,0.0,-0.031,0.2484
"Ma ciò , ovviamente , non basta .",anche anche anche infatti infatti infatti anche anche leggere leggere leggere scrivere leggere leggere possono leggere leggere legge leggere leggere,44.0476,0.0,0.0,-0.6774,-0.3176
"Questa non è vita "" .",italiano italiano italiano italiana italiano italiano anche italiano italiano infatti italiano italiano un italiano italiano solo italiano italiano uomo italiano,30.6944,0.0,0.0,0.2142,0.1418
L' attività didattica è di lunga durata e ben documentata,italiano italiano italiano anche anche anche inoltre inoltre inoltre anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere scritto,17.7216,0.0,0.0,-0.7018,-0.4444
"CERTO , I PROBLEMI NON SONO FINITI",anche anche anche infatti anche anche italiano anche anche racconta anche anche italiani anche anche film anche anche perché anche,17.7976,0.0,0.0,-0.0443,0.0881
Questi sono i giorni dell' ira .,sono anche anche anche sono sono sono anche sono anche leggere leggere leggere anche anche leggere vivere leggere leggere vivere,18.1944,0.0,0.0,-0.677,-0.2986
""" Ma non è questo il punto .",anche anche anche infatti infatti infatti anche anche leggere leggere leggere anche leggere anche anche scrivere leggere leggere scrivere leggere,41.369,0.0,0.0,-0.5682,-0.2824
« Ma non è questo il punto,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare leggere leggere fare fare film film,40.0794,0.0,0.0,0.0416,0.2385
"Dunque , qual è il problema",anche anche anche infatti anche anche film film film caso caso caso film film sono film film per film film,15.8333,0.0,0.0,-0.2532,-0.2422
"Allora , qual è il problema ?",anche anche anche infatti anche anche leggere leggere leggere scrivere leggere leggere vivere leggere leggere anche leggere scrivere scrivere leggere,42.6587,0.0,0.0,-0.7266,-0.6621
"Il problema non è quello """,anche anche anche infatti anche anche film film film anche film anche anche leggere leggere leggere film film leggere leggere,41.1111,0.0,0.0,-0.4666,-0.3611
"Non esiste più qui , almeno .",anche anche anche infatti infatti infatti anche anche spesso spesso spesso anche anche inoltre anche anche leggere leggere leggere anche,41.2698,0.0,0.0,-0.22,-0.3005
Ma la strada maestra è un' altra .,anche anche anche schermo schermo schermo film film film cinema film film schermo film schermo schermo foto foto foto film,45.6845,0.0,0.0,-0.1112,-0.053
« Questo è un tema cruciale e delicato .,anche anche anche infatti infatti infatti anche anche schermo schermo schermo film film film schermo schermo anche schermo film schermo,21.8089,0.0,0.0,-0.3378,-0.0872
Ovviamente questo è solo un primo passo .,si anche anche anche infatti infatti infatti anche anche sono anche anche scrivere scrivere scrivere leggere leggere leggere vivere vivere,15.8631,0.0,0.0,-0.3923,-0.0655
"Di chi sono , dunque le responsabilità ?",anche anche anche fine fine fine fini fine fine particolare particolare particolare fine fine superficie superficie superficie superfici superficie superficie,45.6845,0.0,0.0,-0.7089,-0.1928
"Domani , non mancherò all' appuntamento !",italiano italiano italiano questo questo questo parola parola parola parole parola parola lunga lunga lunga parola parola solo solo solo,32.4603,0.0,0.0,-0.2213,-0.2596
Questa è una buona notizia .,anche anche anche spesso spesso spesso anche anche possono spesso spesso film film film spesso spesso vita vita vita vivo,44.1667,0.0,0.0,-0.4068,-0.3128
Si questa è un' ottima idea !,anche anche anche infatti infatti infatti anche anche sono sono sono possono possono possono anche anche film film film questo,54.7619,0.0,0.0,-0.3679,-0.2518
"Il problema , qui , è un altro",anche anche anche film film film anche anche leggere leggere leggere anche anche scrivere leggere leggere scrivere scrivere scrivere leggere,43.4524,0.0,0.0,-0.5342,-0.4218
Non sarebbe un problema da poco,anche anche anche infatti infatti infatti anche anche inoltre inoltre inoltre infatti infatti inoltre inoltre anche anche leggere leggere leggere,44.1667,0.0,0.0,-0.3772,-0.0374
""" Quale è il senso della vita",anche anche anche sono sono sono anche anche infatti anche anche film film film sono sono film film genere genere,32.4603,0.0,0.0,-0.4058,-0.3356
UN SALUTO VIOLA A TUTTI ! ! !,anche anche anche italiano italiano italiano italiani italiano italiano sono sono sono anche anche sono sono che anche anche infatti,31.9444,0.0,0.0,0.6064,0.2417
L' Assemblea approva all' unanimità,italiano italiano italiano ho ho ho che ho ho cerco cerco cerco ho ho faccio ho ho sono ho ho,24.3056,0.0,0.0,0.3871,-0.0582
Indubbiamente questa è una novità .,anche anche anche infatti infatti infatti anche anche possono possono possono anche anche inoltre anche anche film film film anche,15.8333,0.0,0.0,0.132,0.4174
« Questa è una bella notizia .,può anche anche anche spesso spesso spesso anche anche schermo schermo schermo spesso spesso molto spesso spesso donna donna donna,43.8492,0.0,0.0,-0.514,-0.1953
Conviene la Commissione e pertanto il seguito dell' esame è rinviato,italiano italiano italiano questo questo questo perché perché perché questo questo anche anche questo questo film film film questo questo,21.8035,0.0,0.0,0.0844,0.3031
E forse anche questo è un segno » .,italiano italiano italiano anche anche anche questo questo questo anche anche film film film questo questo film film per film,37.3016,0.0769,0.0,0.2764,-0.1194
Oggi la percentuale è del 2% .,chat chat chat · · · Se Se Se · · → · · 2017 · · solo · ·,42.4107,0.0,0.0,0.1676,0.1493
Probabilmente la risposta è no,anche anche anche sono sono sono possono possono possono sono sono anche anche infatti sono sono film film film sono,28.0556,0.0,0.0,-0.301,-0.2146
C' è ovviamente un ma .,se se se sono sono sono che sono sono non sono sono solo solo sono sono infatti,41.1111,0.0,0.0,-0.6646,-0.201
E purtroppo siamo solo all' inizio,italiano italiano italiano questo questo questo perché perché perché questo questo sono sono sono questo questo film film film questo,66.6667,0.0,0.0,0.2651,0.2517
: Non c' è ancora risposta .,anche anche anche leggere leggere leggere vivere leggere leggere scrivere leggere leggere sono leggere leggere possono leggere leggere film film,32.4603,0.0,0.0,-0.2959,-0.0091
Qui il discorso si fa più complicato,anche anche anche uomo uomo uomo frutto frutto frutto sono sono sono film film film sono sono possono possono possono,12.6587,0.0,0.0,0.323,-0.0753
Ma ci sono problemi ulteriori,anche anche anche infatti infatti infatti anche anche film film film sono film film cinema film film leggere leggere leggere,56.25,0.0,0.0,-0.3434,-0.2335
L' altro punto è più serio,anche anche anche leggere leggere leggere lettura leggere leggere scrivere leggere leggere anche leggere scrivere scrivere leggere scrivere anche leggere,42.7778,0.0,0.0,-0.0593,0.0985
Con lui ho sempre avuto un rapporto molto sincero e schietto,italiano italiano italiano sono sono sono infatti infatti infatti sono sono possono possono possono infatti infatti stesso stesso stesso infatti,33.771,0.0,0.0,0.1809,0.2752
[ 26 ] E l' iscrizione con il motivo della condanna diceva : Il re dei Giudei .,anche anche anche sono anche anche infatti anche anche film film film sono sono anche infatti infatti anche film sono,7.7369,0.0,0.0,0.2103,0.3428
La candidata può comunque essere presa in considerazione per la procedura di valutazione comparativa .,italiano italiano italiano davvero davvero davvero anche anche anche infatti infatti infatti anche anche racconta racconta racconta guarda guarda guarda,16.9338,0.0,0.0,0.2067,0.2542
""" Ma c' è una grande differenza .",", anche anche anche sono sono sono anche anche leggere leggere leggere lettura leggere leggere 2017 leggere leggere sole leggere",33.7302,0.0,0.0,-0.8612,-0.3573
"Le cose , comunque , non stanno così",anche anche anche888 8 8 888666na66555,41.6667,0.0,0.0,-0.4552,-0.2372
""" Ma questa è soltanto una parte del problema .",anche anche anche infatti anche anche leggere leggere leggere scrivere leggere leggere possono leggere leggere anche leggere scrivere scrivere leggere,23.1151,0.0,0.0,-0.5787,-0.1852
La presente legge è dichiarata urgente ai sensi dell' articolo 45 dello Statuto ed entra in vigore il giorno successivo a quello della sua pubblicazione sul Bollettino Ufficiale della Regione Piemonte .,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare scrivere scrivere eseguire scrivere scrivere scritto,9.7207,0.0,0.0,0.0041,-0.0528
Di chi è il problema,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere autori autori autori italiani autori autori leggere leggere autori,29.7222,0.0,0.0,-0.113,-0.024
I risultati sono sempre più incoraggianti,può può può anche anche anche genere genere genere film film film genere genere sono sono sono infatti infatti infatti,34.5833,0.0602,0.0,-0.2246,-0.145
Raccomanda pertanto l' approvazione del suo emendamento * 15.1,italiano anche anche anche infatti anche anche anche anche film film film film film sono,17.2619,0.0,0.0,0.0369,0.5082
Ma che razza di discorso è questo ?,anche anche anche infatti infatti infatti anche anche esempio esempio esempio anche anche sono anche anche inoltre anche anche anni,23.2341,0.0676,0.0,0.1723,0.3503
"Certo , è un sogno .",uomo uomo uomo donna uomo uomo infatti uomo uomo annuncio uomo uomo cerco cerco cerco uomo uomo padrone padrone padrone,44.1667,0.0,0.0,-0.4727,-0.2147
Si ringrazia per la collaborazione e si porgono distinti saluti,to to to To To To to tovovovovivivivovobatibatibatibi,41.6667,0.0,0.0,-0.0762,-0.2147
Questo è uno dei problemi » .,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere scrittura scrivere scrivere sono sono sono che leggere leggere,46.2302,0.0,0.0,0.0214,0.1433
Ma la questione è anche un' altra,italiano italiano italiano anche anche anche che anche anche leggere leggere leggere avere avere avere leggere leggere possedere leggere leggere,18.1944,0.0,0.0,-0.6024,-0.2064
"Posto ai voti , è respinto l' emendamento 2.0.1 .",italiano italiano italiano anche anche anche italiano italiano infatti italiano italiano anche anche →,31.088,0.0,0.0,0.3373,-0.068
Di che cosa c' è effettivamente bisogno,sono sono sono possono possono possono sono sono anche anche anche sono sono infatti infatti sono sono film film film,31.2698,0.0,0.0,-0.2793,-0.1291
Anche questa è un limite .,anche anche anche sono sono possono possono possono anche anche infatti anche anche film film film sono sono anche anche,43.3333,0.0,0.0,-0.2461,0.0787
è proprio questo il punto ! ! ! !,anche anche anche infatti infatti infatti anche anche sono anche anche film film film anche anche esempio film film sono,40.2778,0.0,0.0,0.1671,0.2029
Non possiamo realisticamente chiedere di più,sono sono sono anche anche anche sono sono possono sono sono cerco cerco cerco sono sono mio mio mio sono,42.7778,0.0,0.0,-0.2575,-0.1423
Sospendo pertanto la seduta fino alle 16,italiano italiano italiano infatti infatti infatti cerco cerco cercoscoscosco ap ap apranoranoranorara,17.7976,0.0,0.0,0.0818,-0.0693
Sospendo pertanto la seduta fino alle 15 .,italiano italiano italiano infatti infatti infatti cerco cerco cercoscoscosco ap ap apranoranoranorara,20.1091,0.0,0.0,0.0085,-0.099
Sospendo pertanto la seduta fino alle 15,italiano italiano italiano infatti infatti infatti cerco cerco cerco se se se cerco cerco Cerco Cerco Cerco Se Se Se,17.7976,0.0,0.0,0.0376,-0.1632
"la realtà è ben diversa """,anche anche anche infatti anche anche film film film video film film link film film foto film film per film,7.9167,0.0,0.0,-0.471,-0.2359
"Per i motivi sovraesposti , il candidato merita di esser tenuto in considerazione ai fini del presente concorso",anche anche anche infatti infatti infatti anche anche sono sono infatti infatti sono sono sono anche infatti sono infatti sono,17.6484,0.0,0.0,0.3298,0.0833
"In sintesi può assegnare alla capacità didattica del candidato , nell' ambito della valutazione comparativa , il giudizio di eccellente",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare scrivere scrivere vivere vivere vivere leggere,13.5578,0.0,0.0,0.2279,0.093
"Posto ai voti , è respinto l' emendamento 57.1 .",italiano italiano italiano anche anche anche italiano italiano infatti italiano italiano frutto frutto frutto anche anche che anche anche infatti,31.088,0.0,0.0,0.2373,-0.007
"Posto ai voti , è approvato l' emendamento 7.1",italiano italiano italiano anche anche anche italiano italiano questo italiano italiano infatti italiano italiano frutto frutto frutto italiano italiano è,17.7249,0.042,0.0,-0.3972,-0.4365
"Posto ai voti , è respinto l' emendamento 1.15",italiano italiano italiano anche anche anche italiano italiano infatti italiano italiano italiani italiano italiano anche anche,26.67,0.0,0.0,0.5732,0.1825
"Posto ai voti , è approvato l' emendamento 3.1 .",italiano italiano italiano anche anche anche italiano italiano infatti italiano italiano frutto frutto frutto italiano italiano è italiano italiano che,33.4491,0.0495,0.0,-0.1006,-0.1031
"Posto ai voti , è respinto l' emendamento 57.1",italiano italiano italiano anche anche anche italiano italiano infatti italiano italiano frutto frutto frutto italiano italiano è italiano italiano,32.1429,0.0459,0.0,0.0552,-0.0782
"Posto ai voti , è respinto l' emendamento 19.1 .",italiano italiano italiano anche anche anche italiano italiano infatti italiano italiano anche anche →,31.088,0.0,0.0,0.5979,-0.0035
"Ma c' è un altro problema , ancor più grave",anche anche ancheIIIiIIOSOSOSCONCONCONSONSONSONETET,19.957,0.0,0.0,0.1434,-0.1558
"Ma c' è un altro problema , ancor più grave .",anche anche anche inoltre inoltre inoltre anche anche schermo schermo schermo film film film schermo schermo superficie superficie superficie schermo,21.351,0.0,0.0,-0.6777,-0.4415
Questa è una domanda molto frequente .,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere vivere vivere vivere vivo vivere vivere leggere leggere vivere,32.4603,0.0,0.0,-0.081,0.1446
Comunque c' è una domanda insidiosa,anche anche anche infatti infatti infatti anche anche schermo schermo schermo film film film schermo schermo video video video film,44.1667,0.0,0.0,-0.4303,-0.2907
E qui finalmente siamo d' accordo .,anche anche anche infatti anche anche film film film anche anche anche anche spesso film film,43.8492,0.0,0.0,0.0563,-0.2154
vi devo dire una cosa .,anche anche anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere per per per sono,42.7778,0.0,0.0,-0.5289,-0.3678
Vi devo dire una cosa .,anche anche anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere per per per sono,42.7778,0.0,0.0,-0.5289,-0.3678
Morì nel giugno del 1970,anche anche anche infatti infatti infatti uomo uomo uomo sono sono sono infatti infatti sono sono possono possono possono sono,44.5833,0.0,0.0,0.2948,0.3244
Morì nel giugno del 1976 .,italiano italiano italiano uomo uomo uomo infatti uomo uomo solo solo solo infatti infatti infatti solo solo sono sono infatti,45.5556,0.0,0.0,0.3439,0.2166
"Comunque , il dibattito è aperto",infatti infatti infatti anche anche anche infatti infatti esempio infatti infatti sono infatti infatti film film film anche anche film,15.8333,0.0,0.0,0.0379,-0.2053
Il seguito del dibattito è stato rinviato ad altra seduta,italiano italiano italiano questo questo questo sono sono sono che questo questo perché perché perché questo questo film film film,18.5549,0.0,0.0,-0.2415,0.1952
"A mio avviso , è proprio questo il punto",anche anche anche infatti anche anche scrivere anche anche leggere leggere leggere scrivere leggere leggere possono leggere leggere anche anche,30.8697,0.0,0.0,-0.4569,-0.2956
Il cerchio si è chiuso .,anche anche anche sono anche anche film film film sono film film cinema film film per film film questo film,44.1667,0.0,0.0,-0.2064,-0.0933
E quindi come si potrebbe fare,sono sono sono infatti infatti infatti sono sono possono possono possono sono sono questi sono sono film film film sono,54.1667,0.0,0.0,0.1311,0.4868
Il Comitato approva all' unanimità,italiano italiano italiano ho ho ho che ho ho avere avere avere ho ho essere avere avere essere avere essere,24.3056,0.0,0.0,0.32,0.2628
Ma ci sono ben altri problemi,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere scrittura scrittura scrittura scrivere scrivere parole parole parole parola,56.9444,0.0,0.0,-0.3523,-0.2942
"Da tempo , oggi , le cose sono cambiate",", anche anche anche sono sono sono anche anche leggere leggere leggere vivere leggere leggere sono sono leggere leggere anche",24.6528,0.0909,0.0,-0.2913,-0.2113
Ma è solo un attimo .,italiano italiano italiano anche anche anche infatti infatti infatti anche anche leggere leggere leggere padrone padrone padrone leggere leggere scrivere,44.1667,0.0,0.0,-0.4985,-0.0784
Ci volevamo tutti un bene dell' anima .,anche anche anche sono sono sono anche anche film film film sono sono film film video film film foto foto,21.1508,0.0,0.0,-0.3898,-0.2878
""" Ma mi facciano il piacere .",pi pi pi Pi Pi Pi pi Pi pi pi Pi Pi Pi pi anche,43.8492,0.0,0.0,0.2362,0.124
""" Ma mi facciano il piacere",anche anche anche!!! anche anche!! solo solo solo,42.7778,0.0,0.0,-0.5968,-0.2503
"Il Ministro del tesoro è autorizzato ad apportare , con propri decreti , le occorrenti variazioni di bilancio ; 2",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare vivere vivere vivere vita vivere vivere,12.553,0.0,0.0,0.3409,0.2718
Il giudizio complessivo è abbastanza positivo,2018 2018 2018 18 2018 2018 film film film video video video film film mostra film film,42.7778,0.0,0.0,0.0591,0.1849
Muore nel giugno del 1988,più più più sono sono sono possono possono possono sono sono infatti infatti infatti sono sono anche anche anche sono,44.5833,0.0,0.0,-0.3466,-0.2233
E tutto è più delicato e facile .,anche anche anche film film film cinema film film sono film film video film film vita film film link film,53.5714,0.0,0.0,-0.1877,0.2076
E qual è la radice del problema,anche anche anche infatti anche anche film film film genere genere genere film film sono film film questo film film,47.7453,0.0602,0.0,-0.223,0.1705
Ma di questo potremmo parlare un' altra volta .,sono anche anche anche italiano italiano italiano anche anche sono sono sono anche sono anche infatti sono sono leggere leggere,29.5635,0.0,0.0,0.0,-0.0452
"Non è un caso clinico "" .",può anche anche anche infatti infatti infatti anche anche inoltre inoltre inoltre infatti infatti inoltre inoltre anche anche leggere leggere,29.881,0.0,0.0,-0.1228,0.0953
Il punto adesso è proprio questo,anche anche anche leggere leggere leggere possono possono possono anche anche possono possono film film film leggere leggere scrivere leggere,27.6389,0.0,0.0,-0.2375,-0.1098
"Non saprei , onestamente , dare una risposta .",anche anche anche leggere leggere leggere scrivere scrivere scrivere leggere leggere sole sole sole leggere leggere vivere leggere leggere romanzo,45.8333,0.0,0.0,-0.0323,0.1514
"In attesa di una sua risposta , la ringrazio .",anche anche anche uomo uomo uomo umano uomo uomo essere uomo uomo infatti uomo uomo frutto frutto frutto uomo uomo,13.373,0.0,0.0,-0.3359,-0.2129
"Oggi , invece , molte cose sono cambiate",", anche anche anche infatti infatti anche anche leggere leggere leggere vivere vivere vivere leggere leggere film film film questo",22.1429,0.0495,0.0,-0.3674,-0.2664
""" Questo è anche il mio auspicio "" .",anche anche anche infatti infatti infatti anche anche uomo uomo uomo infatti uomo uomo cerco cerco cerco per cerco cerco,32.4405,0.0,0.0,-0.4187,-0.1977
Più giù è meglio è .,si anche anche anche uomo uomo uomo donna donna donna uomo uomo cerco cerco cerco cerca cerco cerco mio cerco,44.1667,0.0,0.0,-0.741,-0.254
Ma questo è solo l' inizio delle sue avventure .,italiano italiano italiano questo questo questo perché perché perché questo questo film film film questo questo solo solo film film,48.7269,0.0543,0.0,0.1631,0.4757
Tuttavia le cose non stanno esattamente così .,anche anche anche infatti anche anche italiano italiano italiano anche anche film film film questo film film video film film,20.1091,0.0,0.0,-0.4127,0.0174
Questo mi sembra un buon segno ecumenico .,italiano italiano italiano anche anche anche sono sono sono anche anche leggere leggere leggere vivere vivere vivere leggere leggere sono,34.7718,0.0,0.0,-0.3045,-0.1433
""" Si aggiunge il comma 4 : "" 4 .",possono anche anche anche sono sono sono anche anche infatti infatti infatti anche anche inoltre inoltre inoltre anche anche film,45.9491,0.0,0.0,-0.5205,-0.319
""" Si aggiunge il comma 4 : "" 4",possono anche anche anche infatti infatti infatti anche anche inoltre inoltre inoltre anche anche sono sono anche anche film film,45.3869,0.0,0.0,0.3279,0.1912
"Comunque , questo è un altro discorso .",anche anche anche film film film anche anche leggere leggere leggere film film sono film film per film film caso,33.7302,0.0,0.0,-0.2357,-0.0238
E sono sempre di più .,", anche anche anche infatti infatti anche anche leggere leggere leggere lettura leggere leggere donna donna donna uomo donna donna",52.7778,0.0,0.0,-0.4184,-0.3367
Invece le cose qui stanno così .,anche anche anche spesso anche anche sono anche anche film film film anche anche infatti anche anche leggere leggere leggere,43.8492,0.0,0.0,-0.3143,-0.2352
Questo è già un primo passo .,italiano italiano italiano italiani italiano italiano spagnolo spagnolo spagnolo italiano italiano cerco cerco cerco vivo cerco cerco Cerco cerco cerco,32.4603,0.0,0.0,-0.6367,-0.3668
« Non c' è alternativa .,anche anche anche infatti infatti infatti anche anche sono sono possono possono possono anche anche spesso spesso spesso anche anche,30.6944,0.0,0.0,0.1099,-0.0974
Conclusivamente preannuncia un voto favorevole,possono anche anche anche infatti infatti infatti uomo uomo uomo donna donna donna uomo uomo cerco cerco cerco uomo uomo,28.0556,0.0,0.0,-0.3132,-0.1665
La ringrazio anticipatamente per l' attenzione e la saluto cordialmente,to To To To to To to to to To Pra Pra Pra To To Pra To to co co,16.0549,0.0,0.0,0.3327,-0.062
Questo sarebbe però soltanto il primo passo .,italiano italiano italiano questo questo questo sono sono sono questo questo perché perché perché questo questo film film film questo,37.6587,0.0602,0.0,-0.0056,0.4225
"Avverte , inoltre , che il relatore ha presentato alcuni nuovi emendamenti ( vedi allegato )",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere vivere vivere vivere vivo vivo vivo vivere vivere vita,16.6422,0.0,0.0,0.3823,0.3238
"è sposato , ha una figlia .",italiano italiano italiano questo questo questo successo questo questo perché questo questo questi questi questo questo genere genere genere questo,45.0397,0.0,0.0,0.1744,0.4059
Tutti insieme sono circa 400 mila .,italiano italiano italiano è è è infatti infatti infatti è è perché perché perché questo questo questo perché perché è,45.0397,0.0,0.0,-0.0249,-0.0743
