Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
proprio questo però è il problema,e questo forse e il vero problema,52.6984,0.2885,0.0444,8.6,0,0
quello ha un suo significato,ma ha un suo significato,100.0,0.996,0.1364,100.0,0,0
richard martn bez fernndez un calciatore paraguaiano che gioca come attaccante,richard martn bez fernedez un calciatore argentino,45.754,0.3279,0.0426,9.3,0,0
c era solo gente in giro,in giro c e gente cattiva,51.3889,0.526,0.0449,19.3,0,0
non sarebbe una grande conquista,non e certo una grande conquista,48.8095,0.25,0.0449,10.7,0,0
qual è il problema allora,qual e l altro problema,42.2619,0.1695,0.0455,10.4,0,0
questo è un problema ancora malamente affrontato,questo e un problema culturale,33.8095,0.5111,0.0909,23.6,0,0
mentre tecnicamente il termine limitato alla terza parte grande o terza parte antica comune anche se innumerato abbreviazione per qualsiasi parte piccola,in inglese ampio e familiare solo se la terza parte grande o terza parte anche chiamata terza parte antica o breve,31.3628,0.0331,0.0,0.7,0,0
questo è un ottimo spunto,e un ottimo spunto,25.5952,0.1724,0.023,11.5,0,0
certo la vita si è allungata,ma la vita e allungata,40.2778,0.4331,0.0899,19.4,0,0
saint-bo un comune francese situato nel dipartimento di,saint - bo un comune francese di 182 abitanti situato nel dipartimento di nella parte sud occidentale della francia,41.7874,0.6581,0.2353,31.7,0,0
ma la ciliegina sulla torta è stata un altra,ma la ciliegina sulla torta e stata un altra,42.8968,0.5975,0.1075,31.6,0,0
ma ne varrà la pena,ma vale veramente la pena,100.0,0.996,0.1364,100.0,0,0
si tratta però di una posizione assolutamente minoritaria e contrastata,si tratta di una posizione contrastata,74.3056,0.6385,0.1111,54.4,0,0
la strada da percorrere è però ancora lunga,la strada da percorrere e tuttavia ancora lunga,51.8056,0.7031,0.1099,38.3,0,0
essere staccato da un' grande per una funzione specifica o essere un' permanente piccola di un battaglione,essere rimosso da un'grande per una particolare funzione o di un battaglione,18.471,0.3128,0.1649,10.3,0,0
invece di distruggere la moschea che chiamavano tempio di salomone i crociati la usavano come palazzo reale,i crociati non sono edifici reali che circondano la moschea che chiamata tempio di salomone,44.1276,0.3626,0.0606,7.9,0,0
mi fa male il piede,mi fa male il piede,36.1111,0.1,0.0,10.7,0,0
sussistono giusti motivi per dispor- si fra le parti la compensazione delle spese del presente grado di giudizio,sussistono giusti motivi per disporre la compensazione tra le parti delle spese di questo grado del giudizio,100.0,0.9999,0.36,100.0,0,0
anche l installazione è molto semplice,l installazione e semplice e veloce,62.8968,0.8067,0.1573,38.0,0,0
ma cosa stava succedendo,che cosa sta succedendo,34.4444,0.1724,0.023,11.5,0,0
dopo un giorno è successo tutto,era successo tutto in un giorno solo,95.0265,0.9813,0.1333,80.9,0,0
la tesi non pu ˜ essere condivisa,tale tesi non puo essere condivisa,66.6667,0.625,0.1124,23.0,0,0
ringraziando per l attenzione saluto cordialmente,vi ringrazio per l attenzione e saluto cordialmente,95.291,0.9845,0.1739,84.1,0,0
e questo le fa meno piacere,e questo mi ha fatto molto piacere,100.0,0.9985,0.1778,100.0,0,0
nel 1844 dumas si a saint-germain en-laye per vivere con suo padre,nel 1844 dumas si a saint - germain en - laye con suo padre,15.8433,0.5946,0.3366,20.2,0,0
ma i nodi sono venuti subito al pettine,tutti i nodi vengono al pettine,100.0,0.9977,0.1778,100.0,0,0
carte più dettagliate e personalizzate possono essere create con un programma planetario come lo starry night,carte piumate e altre storie possono essere create con uno starry nightly,27.1859,0.436,0.1224,21.6,0,0
da domani si fa sul serio,poteva far - si male sul serio,81.2169,0.7934,0.1778,43.5,0,0
"la seduta è tolta ore 17,15","alle ore 20, 15 la seduta e tolta",33.6772,0.6194,0.1087,14.3,0,0
in attesa di riscontro si porgono cordiali saluti,in attesa di un cortese riscontro porgiamo i nostri rispettosi saluti,46.6234,0.7601,0.125,18.4,0,0
norwood una degli stati uniti d' america nella contea di jefferson,norwood una del kentucky negli stati uniti,100.0,0.9985,0.1978,100.0,0,0
nella sua funzione enciclopedica wikipedia contiene milioni di articoli su una vasta gamma di argomenti,nella sua funzione enciclopedica wikipedia ha milioni di articoli su una vasta gamma di articoli,29.5858,0.5139,0.1782,35.7,0,0
questa è proprio una bellissima notizia,e proprio una bella notizia,47.123,0.1695,0.0227,10.4,0,0
agisce dunque in favore di una nuova vita,agisce in favore di una nuova vita,35.9722,0.8757,0.1556,72.9,0,0
l uomo non lo capisco,un uomo proprio non capisco,64.1667,0.3758,0.0455,15.8,0,0
che cos’ è chiese ernesta,che cos ’ e chiese ernesta,9.5833,0.8067,0.1778,18.0,0,0
questo è un giorno di gioia,e un giorno di gioia,33.9286,0.2,0.0227,12.7,0,0
ma su questo aspetto eventualmente ci soffermeremo successivamente,su questo aspetto ci si puo rivolgere,52.5463,0.4509,0.0222,15.6,0,0
l' indianizzazione fu ritenuta un vero e proprio processo di civilizzazione in cui i popoli locali erano grossomodo recipienti passivi oltre che dai teorici della grande india come majumdar che formularono ipotesi di evangelizzazione su larga scala da parte di bramini o colonizzazione vera e propria da parte di gruppi di indiani della casta dei mercanti o dei guerrieri dalla generazione di studiosi che si occuparono della decifrazione delle culture del sudest asiatico in epoca coloniale come autore di les d' indochine et d' e nelle sintesi di lavori precedenti come la monumentale a history of southeast asia di d.g.e.hall il concetto venne sottoposto a una revisione critica nei decenni successivi da autori come mabbett che anche l' di evitare la percezione della cultura indiana come un monolite omogeneo che gli appariva caratteristica dei sanscritisti,l'indianizzazione fu ritenuta un processo di civilizzazione in cui i popoli locali erano grossomodo recipienti passivi oltre che dai teorici della,35.3012,0.0332,0.0182,0.1,0,0
la filarmonica di vienna non ha mai avuto direttori principali,la filarmonica di vienna non ha mai avuto direttori principali,42.0616,0.0988,0.0842,1.7,0,0
può dire qualcosa sui risultati,puo dire qualcosa sui risultati,44.6429,0.4331,0.0455,19.4,0,0
la verità però non è necessariamente questa,non e questa la verita,52.0833,0.5111,0.1364,23.6,0,0
che all articolo 18 il comma 2 sia sostituito dal seguente 2,il comma 18 dell articolo 2 e sostituito con il seguente 2,25.6481,0.4793,0.1053,11.4,0,0
questa non è vita,questa non e una vita alternativa,48.7698,0.5011,0.0674,18.0,0,0
il giudizio quindi è pienamente favorevole,il giudizio e pienamente favorevole,56.6667,0.6356,0.1136,24.7,0,0
per ulteriori informazioni si veda il sito,per migliori informazioni vedi il sito,63.3929,0.6189,0.0674,19.3,0,0
elzo alosio coelho meglio conosciuto come elzo stato un calciatore brasiliano che ha giocato per la squadra nazionale del brasile e sl benfica,elzosu un ex calciatore brasiliano,47.4581,0.3512,0.1111,16.5,0,0
per cambiare funzione si dovrà sostenere un esame orale e frequentare un corso di formazione presso la scuola della magistratura ottenendo- ne una valutazione positiva,per cambiare la funzione si deve sostenere un esame teorico e frequentare una valutazione positiva dando - ne una valutazione piena ed una valutazione positivo,22.4874,0.3676,0.1111,11.9,0,0
cos è allora che non ha funzionato,che cos e che non ha funzionato allora,32.9365,0.6048,0.1099,15.6,0,0
questo non è facile da realizzare,non e molto facile da realizzare,71.5741,0.8067,0.1573,53.7,0,0
come è possibile una cosa del genere,e fattibile una cosa del genere,33.75,0.6615,0.1111,50.8,0,0
e questo è sicuramente di destra,e di destra e sinistra,65.0,0.375,0.0227,21.4,0,0
la notizia viene letta lentamente utilizzando un vocabolario limitato e una grammatica semplificata,la notizia viene letta lentamente utilizzando un vocabolario limitato e una grammatica semplice,43.2283,0.2992,0.0417,5.2,0,0
sono in corso delle indagini,alcune indagini sono ancora in corso,63.8889,0.3676,0.0449,16.2,0,0
c è forse bisogno di un pò di chiarezza,c e bisogno di chiarezza,62.4074,0.5471,0.0455,18.0,0,0
gli utah jazz sono una squadra di basket professionista con sede a salt lake city utah,gli utah jazz sono una squadra di basket nba della national basketball association a salt lake city utah,68.8133,0.8642,0.2476,41.2,0,0
già proprio lì sta il problema,il problema sta proprio qui,63.0556,0.892,0.0455,31.9,0,0
non è questo un bel sogno ecologico,non e un bel sogno,43.0556,0.3,0.0682,14.1,0,0
ma c è un motivo molto più importante,c e un motivo tecnico,27.6389,0.2206,0.0455,9.4,0,0
di solito sono fatti di materiale organico come ramoscelli erba e foglie o possono semplicemente essere una depressione nel terreno o un buco in un albero roccia o edificio,di solito sono fatti di materiale organico come ramoscelli o foglie,18.0035,0.2123,0.1042,2.8,0,0
è stato un successo invece,e stato un grande successo commerciale,47.4206,0.2941,0.0449,10.7,0,0
ma è sempre la stessa cosa comunque,ma forse e la stessa cosa,61.8056,0.5773,0.0674,30.2,0,0
rozet-saint-albin un comune francese situato nel dipartimento dell' aisne,rozet - saint - albin un comune francese situato nella regione picardie nel dipartimento dell'aisne nel nord della francia,27.2877,0.6803,0.4,27.9,0,0
avviene quando il processo di autenticazione piena del source device è stato completato con successo,avviene quando il processo di autenticazione piena del source device e completato senza successo,55.5196,0.7308,0.2828,45.1,0,0
sofia e benedetto erano dispiaciuti per annabella ma non riuscivano proprio a farle cambiare idea,sofia e benedetto erano dispiaciuto per annabella ma non riuscivano a cambiare idea,21.431,0.7958,0.2449,46.1,0,0
in attesa di cortese sollecito riscontro si porgono distinti saluti,in attesa di cortese riscontro porgo distinti saluti,63.7506,0.7948,0.1739,30.6,0,0
il risultato è sempre uno,e il risultato e straordinario,45.5556,0.2435,0.0455,11.7,0,0
c è forse un problema,c e stato qualche problema,49.3056,0.1,0.0227,10.7,0,0
dicevo che non è avido,devo dire che non e male,62.619,0.6615,0.1124,50.8,0,0
nel 1961 divenne un privatodozent a marburg e in una mossa che era molto insolita per la scena accademica tedesca di quel tempo gli fu offerta la posizione di professore straordinario di filosofia presso l' di heidelberg nel 1962 che,nel 1961 divenne un privato a marburg e in germania gli fu dato il lavoro come professore di filosofia e storia antica dell'impero tedesco a,33.5261,0.2747,0.1273,9.2,0,0
ma allora dov è il vantaggio,ma il vantaggio dov e,37.5,0.3,0.0227,14.1,0,0
ma vi è forse qualcosa di più,ma e un di piu,57.381,0.5111,0.1364,23.6,0,0
vorrei saper- ne di più,volete saper - ne di piu di computer,28.836,0.6282,0.1978,16.5,0,0
stato tuttavia deciso che dal 2007 la squadra semplicemente conosciuta come   kyoto sanga,il nuovo squadra chiamato kyoto sanga,64.6429,0.2242,0.0444,4.7,0,0
era nervosa ma strisciò in avanti e aprì la lampo della tenda,era nervosa ma striscio in avanti e apri la lampo della tenda,32.0139,0.5644,0.2292,29.2,0,0
c è solo una cosa che non capisco,ma c e un altra cosa che ancora non capisco,48.2973,0.8201,0.1505,32.5,0,0
la questione è ovviamente molto più complessa,la questione e molto interessante e complessa,40.8333,0.4915,0.0889,14.5,0,0
ecco- mi qui finalmente è arrivato anche il mio turno,era arrivato anche il mio turno,46.9444,0.5773,0.0674,30.2,0,0
la controparte della ginecologia che si occupa di questioni mediche che sono specifiche per le donne,la ginecologia che si occupa di tutte le questioni mediche che riguardano la salute del paziente,33.4596,0.1031,0.02,2.9,0,0
tuttavia le cose si muovono anche nella giusta direzione,le cose si possono muovere nella giusta direzione,40.4058,0.4688,0.0879,22.1,0,0
le questioni sono fondamentalmente due,le questioni sono fondamentalmente due,44.0741,0.6313,0.0674,25.4,0,0
non esiste abilitazione sul sostegno,non esiste alcuna abilitazione sul sostegno,53.2407,0.4574,0.0889,16.3,0,0
i fornitori di gateway sms facilitano il traffico sms tra imprese e abbonati mobili essendo principalmente responsabili del trasporto di messaggi mission critical sms per le imprese servizi di content delivery e di entertainment che coinvolgono sms ad esempio il voto televisivo,nel web hosting il traffico sms verso le aziende e gli utenti di sms che sono spesso chiamati servizi di messaggistica istantanea,42.5034,0.0446,0.0,1.7,0,0
mi sento più indipendente,mi sentivo indipendente e grande,71.5278,0.5111,0.0455,23.6,0,0
ma questo è solo un pensiero malizioso,ma e un pensiero inquietante,63.3929,0.5111,0.0909,23.6,0,0
il punto però non è questo,ma non e il punto,66.6667,0.5111,0.0227,23.6,0,0
quanti anni sono passati,ma sono passati tanti anni,11.3095,0.4331,0.0227,19.4,0,0
un motivo ci sarà,c e un motivo tecnico,48.6111,0.375,0.0227,21.4,0,0
le faccio un esempio concreto,facciamo un esempio molto concreto,55.5556,0.3,0.0227,14.1,0,0
bernate ticino nella variante locale del dialetto milanese un comune di 3.117 abitanti della provincia di milano,bernate ticino nel locale dialetto milanese un comune di 3. 117 abitanti della provincia di milano,74.7606,0.8372,0.2178,56.4,0,0
ma sì non è la prima volta,non e questa la prima volta,73.6574,0.8067,0.1573,53.7,0,0
dopo l articolo 110 inserire il seguente art,dopo l articolo 110 e inserito il seguente art,77.3611,0.8819,0.2174,59.7,0,0
qual è la novità dunque,qual e la vera novita,42.3611,0.2,0.0227,10.7,0,0
in questo caso però la copia autenticata può essere utilizzata solo nel procedimento in corso,in tale caso la copia autenticata puo essere utilizzata solo nel procedimento in corso,53.2712,0.8504,0.2857,63.0,0,0
uno dei suoi grandi amori è il cinema,il suo grande amore e lo ha reso veramente grande,48.5209,0.3125,0.0645,16.8,0,0
anche se la decisione del giudice non ha lo stesso peso giuridico un giudice ha ancora emesso una decisione proprio come un giudice,un giudice qualcuno che decide su un vincitore in un concorso per musica o teatro l'arbitro sempre qualcuno che ha molta esperienza in che sta,69.4451,0.1794,0.0727,15.9,0,0
la cattedrale di regensburg la chiesa vescovile e la chiesa principale della diocesi di regensburg,la cattedrale di regensburg la chiesa principale della diocesi di regenburg,35.6258,0.3075,0.0816,7.4,0,0
neuilly le-vendin un comune francese situato nel dipartimento di mayenne,neuilly le - vendin un comune di 1 157 abitanti situato nella regione pays de la loire nel dipartimento della mayenne nel nord,48.1849,0.7681,0.4182,52.7,0,0
saint-r du-val un comune francese situato nel dipartimento della sarthe nella regione di pays de la-loire,saint - r du - val un comune francese situato nella regione di pays de la loire nel dipartimento della sarthe nella parte occidentale della,22.9429,0.3074,0.1455,3.0,0,0
wadi halfa una nel nord dello stato sudanese del nord sulle rive del lago nubia,wadi halfa una persona che lavora nel nord dello stato sudanese del sudan sulle rive del lago nubia,46.3378,0.5203,0.1714,11.8,0,0
questa è un bella domanda,e una domanda altrettanto bella,54.1865,0.2206,0.0,9.4,0,0
ed è una cosa stupenda questa,ed e una buona cosa,40.6151,0.3,0.0909,14.1,0,0
sì ma non ricordo il nome,purtroppo non ricordo il nome,43.4392,0.7938,0.0909,66.9,0,0
di cosa si trattava precisamente,di cosa si puo trattare,50.1984,0.3758,0.0227,15.8,0,0
si rimane in attesa di risposta scritta,rimango in attesa di una tua risposta,87.619,0.9654,0.1333,64.3,0,0
probabilmente non ci fu una ragione,non c e alcuna ragione,57.7778,0.4331,0.0682,19.4,0,0
anche perchè la verità processuale è ormai sotto gli occhi di tutti,la verita e sotto gli occhi di tutti,60.582,0.7361,0.1978,54.1,0,0
i due titoli del grande slam di kournikova sono arrivati nel 1999 e nel 2002 entrambi agli australian open nell evento women 's doubles con la partner martina hingis con la quale ha giocato spesso a partire dal 1999,quindi il primo titolo del grande slam di kournika stato nel 1999 ha ottenuto l'ingresso all'open open nel 2002 con la,48.1168,0.2105,0.0727,5.7,0,0
la coda era già abbastanza lunga,la sua coda e lunga e bianca,82.6984,0.8413,0.1778,41.1,0,0
si passa alla votazione finale,passiamo nuovamente alla votazione finale,70.8333,0.75,0.0909,42.7,0,0
si passa all esame degli emendamenti relativi all articolo 42,passa quindi all esame dell articolo 42 e dei relativi emendamenti,97.2222,0.9996,0.2553,100.0,0,0
questo è un mondo stupido ignorante,questo e un mondo stupido,35.4167,0.2542,0.0682,11.5,0,0
tomorrow never knows il sesto singolo pubblicato da mr children il 10 novembre 1994,tomorrow never knows un singolo pubblicato da mr children il 10 novembre 1994,47.5689,0.3843,0.18,13.7,0,0
ma il nostro problema è un altro,il vero problema sono gli zoom,49.4444,0.1961,0.0,9.7,0,0
mogadiscio la grande della somalia e la capitale della nazione,mogadiscio la capitale della nazione della guinea equatoriale,40.1508,0.4688,0.1263,22.1,0,0
arlington una degli stati uniti d' america nella contea di fayette,arlington una dell'illinois negli stati uniti,27.0262,0.4808,0.086,19.4,0,0
ma quali sono le cause,quali sono le cause piu frequenti,17.9167,0.5011,0.0225,18.0,0,0
meglio quindi fare un passo indietro,facciamo un piccolo passo indietro,100.0,0.996,0.1364,100.0,0,0
ma i problemi vengono da lontano,ma il problema viene proprio da lontano,78.3929,0.9308,0.0889,30.7,0,0
ma è possibile questo,ma come poteva essere possibile,44.4444,0.2,0.0455,12.7,0,0
questo modello inteso come un meta templato un modello utilizzato per la costruzione di altri modelli,questo modello stato utilizzato per la costruzione di un meta templato,18.3902,0.26,0.1053,10.6,0,0
e questi sono ancora semplicemente ridicoli,e questo e un po enfatico,62.2222,0.098,0.0222,8.1,0,0
è questa una mia personalissima opinione tutto qui,questa e una mia opinione,68.4193,0.6356,0.1136,35.0,0,0
le cose però non starebbero così,le cose non stanno cosi purtroppo,66.8651,0.4907,0.0449,30.2,0,0
era solo lavoro per me,per me il cabaret e un lavoro,83.3333,0.8413,0.2174,48.9,0,0
negli ultimi anni però le cose sono cambiate,in questi anni sono cambiate molte cose,48.5185,0.8036,0.0889,32.2,0,0
quali sono i limiti oggi,quali sono i miei limiti,41.3889,0.75,0.0682,42.7,0,0
wingles un comune francese situato nel dipartimento del pas de-calais nella regione del nord-pas de-calais,wingles un comune francese situato nella regione nord - pas de - calais nel dipartimento di pas de nord - caland nel nord della,42.3815,0.5556,0.2909,15.9,0,0
spese dei due gradi di giudizio compensate,compensa le spese dei due gradi del giudizio,40.2778,0.6009,0.0879,42.1,0,0
riprende l indagine conoscitiva sospesa nella seduta del 7 febbraio scorso,riprende l indagine sospesa nella seduta del 7 febbraio scorso,100.0,0.9995,0.2366,100.0,0,0
un comune francese situato nel dipartimento della gironda,un comune francese situato nella regione dell'aquitania nel dipartimento della gironda nel sud ovest della francia,89.8453,0.8417,0.4231,76.6,0,0
molti emigrati bianchi credevano anche che fosse loro dovere rimanere attivi nella lotta contro la dittatura sovietica con la speranza di liberare la russia,molti emigrati bianchi erano anche quelli che erano attivi nella lotta contro la russia sovietica con la speranza di liberare la russia,28.8148,0.4541,0.0943,9.1,0,0
almeno questa è la mia esperienza,questa e anche la mia esperienza personale,30.1852,0.6098,0.0667,16.5,0,0
ma sarebbe una nuova illusione,ma questa e un illusione,70.8995,0.4331,0.0899,19.4,0,0
il ministro del tesoro è autorizzato ad apportare con propri decreti le occorrenti variazioni di bilancio,il ministro per il tesoro e autorizzato ad apportare con propri decreti le occorrenti variazioni di bilancio,69.0645,0.9403,0.3762,82.8,0,0
con questo cosa voglio dire,voglio dire ancora cosa voglio dire,50.4167,0.4907,0.0449,30.2,0,0
le faccio anche un altro esempio,e poi faccio un altro esempio,65.4762,0.5773,0.0674,30.2,0,0
sì è proprio così,ma e stata proprio cosi,53.7698,0.5111,0.1364,23.6,0,0
per molti di questi gruppi questo il loro grande evento di raccolta fondi dell' anno e includono ma non sono limitati a chiese locali e boy scout troops kiwanis club di pekin pekin community high school jrotc booster pekin community high school show cour   noteables vigili del fuoco locali pekin lions club l' esercito della salvezza e united way of pekin,per molti gruppi diversi questo il loro grande evento di raccolta fondi c'erano gruppi di raccolta di persone che vivono nell'anno educativo nel regno,33.0631,0.0,0.0,0.8,0,0
c è una cosa che vorrei sapere,c e un altra cosa da sapere,54.1921,0.3587,0.0444,11.7,0,0
uno dei binari di eclissamento noti la prima stella di questo tipo ad essere scoperta e anche una delle prime stelle variabili ad essere scoperte,uno dei binari chiamati eclissi solare il primo nome dato alla stella di questo tipo all'interno dell'universo,19.8925,0.0338,0.0,1.2,0,0
i pangolini hanno grandi squame di cheratina che coprono la loro pelle e sono gli unici mammiferi con questo adattamento,i pangolini hanno grandi squame di cheratina che coprono tutta la loro pelle,36.4854,0.2881,0.1188,7.0,0,0
ebbene sì alla fine è arrivato,ma siamo arrivati alla fine,100.0,0.996,0.1364,100.0,0,0
o forse è meglio così,ma forse e stato meglio cosi,51.5476,0.5011,0.1124,18.0,0,0
è un errore madornale,e questo e un altro errore grave,63.2143,0.2459,0.0222,8.6,0,0
mormaison un comune francese situato nel dipartimento della vandea nella regione dei paesi della loira,mormaison un comune francese situato nella regione di pays de la loire nel dipartimento della vandea,89.5465,0.9922,0.3846,81.5,0,0
rinvia indi il seguito dell indagine conoscitiva ad altra seduta,il seguito dell indagine e rinviato ad altra seduta,77.3611,0.8819,0.2366,59.7,0,0
nel 1153 fu menzionata come una importante,nel 1153 il regno di svezia fu menzionato come una delle importante fonti scrisse,58.75,0.535,0.0612,6.8,0,0
su questo almeno siete d accordo,possiamo essere d accordo su questo,100.0,0.9977,0.1573,100.0,0,0
una cosa dovrebbe essere certa,una sola cosa e certa,60.4167,0.4,0.0682,15.1,0,0
ma questo è solo un esempio,ma sono solo un esempio,100.0,0.996,0.1364,100.0,0,0
non è un nostro problema,non e un nostro problema,27.0833,0.2542,0.0682,11.5,0,0
anche se i suoi inizi erano nella house and home financing agency stata fondata come un dipartimento di governo nel 1965 come parte del programma grande del presidente lyndon johnson per sviluppare ed eseguire la politica su alloggi e,i suoi inizi erano nella house of governo washington dc e poi nel 1965 lyndon johnson divenne il nuovo dipartimento di governo del paese,34.3234,0.2227,0.0556,6.5,0,0
ma anche questa è una storia vecchia,ma e una vecchia storia,60.7804,0.75,0.1364,42.7,0,0
d altronde la classe non è acqua,e la classe non e acqua,35.1852,0.625,0.1124,32.5,0,0
questo fu sostanzialmente completo quando messiaen e yvonne loriod intraprese l' orchestrazione del movimento finale con il consiglio di george benjamin,quindi nel suo stato quasi interamente esecutivo mariane loriod ha iniziato l'orchestra con il consiglio di george benjamin benjamin benod che ha scritto,48.8624,0.3695,0.1455,21.8,0,0
il ricorso sarebbe altresì infondato nel merito,il ricorso e infondato nel merito,66.6667,0.7014,0.1556,32.2,0,0
le domande sono le seguenti 1,le mie domande sono queste 1,47.2222,0.6189,0.0674,19.3,0,0
originario del connecticut ha frequentato il berklee college of music prima di trasferirsi ad atlanta georgia nel 1997 dove ha affinato le sue e ha guadagnato un seguito,ha iniziato il berklee college of music prima di trasferirsi in georgia nel 1997,58.4374,0.5659,0.1837,40.0,0,0
alla pubblica udienza del 30 novembre 1998 il ricorso è stato trattenuto per la decisione,alla pubblica udienza del 30 novembre 1998 il ricorso veniva trattenuto in decisione,83.5895,0.9209,0.268,76.1,0,0
la nuova zelanda ha tre lingue ufficiali mori inglese e nuova zelanda lingua dei segni mori ha guadagnato questo status con il passaggio del mori language act nel 1987,la nuova zelanda ha tre lingue ufficiali moria,36.4219,0.1907,0.0435,5.8,0,0
dal 1690 in poi guglielmo rimase spesso assente dall' inghilterra inizialmente combattendo giacobiti in irlanda,dal 1690 al 1693 fu assente in inghilterra prima di essere sconfitto dagli inglesi,23.0876,0.2254,0.0606,6.8,0,0
"nel 1985 la ben jerry 's foundation stata fondata alla fine dell' anno con un regalo di ben jerry 's per finanziare progetti orientati alla stata poi fornita con il 7,5 degli utili annuali pre tasse della nel 1986 ben jerry 's ha lanciato la sua cowmobile una casa mobile modificata utilizzata per distribuire misurini gratuiti di gelato ben jerry 's in un unico cross count drive",ben jerry's foundation una banca situata a ben jerry beach negli stati uniti,50.9195,0.6233,0.0816,6.2,0,0
ora non ne ho mica voglia,non ne ho molta voglia,66.6667,0.6356,0.0682,35.0,0,0
nel corso del tempo il nome louisa divenne levisa e si nel vicino fiume oggi chiamato levisa fork river,nel corso del tempo molti marinai divennesero un grande fiume perk,9.2105,0.0323,0.0,2.4,0,0
stanno giocando a non giocare a un gioco,stai gioco a non vincere,19.7222,0.3758,0.0227,15.8,0,0
come si risolve il problema militare,come si risolve questo problema,45.1389,0.4331,0.0682,19.4,0,0
l' prende il nome da simon fraser un commerciante ed esploratore di pellicce della north west company,la prende il nome da simon fraser un mercante e esploratore di pellicce della north west yorkshire,48.1577,0.6168,0.1346,32.0,0,0
vorrei dire solo una cosa,ti dico solo una cosa,48.6111,0.375,0.0455,21.4,0,0
himno nacional significa inno nazionale in spagnolo,himno nacional significa inno nazionale in spagnolo,43.5606,0.282,0.1087,7.9,0,0
il tempo non mi basta mai,il tempo non basta davvero mai,73.0556,0.949,0.1124,53.7,0,0
la risposta è assolutamente no,la risposta e stata no,53.5317,0.75,0.1364,30.2,0,0
ora vorrei far- vi notare una cosa,ma vi volevo far notare una cosa,39.3519,0.7311,0.0889,27.8,0,0
a parte la guinea che ha scelto con referendum nel 1958 di non aderire tutti i territori governati dalla francia nell africa subsahariana hanno aderito alla nuova,a parte la guinea che ha scelto di non aderire alla nuova guinea l'italia ha aderito alla nuova africa tuttavia dal 1958 la guinea berah,26.5547,0.4245,0.1818,29.6,0,0
poi all’ improvviso sandro e margherita sentirono un rumore strano dietro di loro,poi all ’ improvviso sandro e margherita sentirono un rumore strano dietro di loro,30.4832,0.9998,0.3265,77.4,0,0
le nor' easter s possono essere devastanti e dannose specialmente nei mesi invernali quando la maggior parte dei danni e delle morti sono legati al freddo le nor' easter s sono note per aver portato l' aria estremamente fredda dalla massa dell' aria artica,le nor - easter sono molto conosciute e amate dai mesi invernali,14.6574,0.1226,0.0625,0.9,0,0
c è qui un ragazzo,c e una ragazza bellissima,72.9167,0.5111,0.0455,23.6,0,0
ora però la situazione è cambiata,ma ora la situazione era cambiata,31.25,0.4046,0.0449,13.8,0,0
rigaud un comune francese situato nel dipartimento delle alpi marittime,rigaud un comune,55.5556,0.6553,0.092,0.0,0,0
housset un comune francese del dipartimento dell' aisne situato nel nord della francia,housset un comune francese situato nella regione picardie nel dipartimento dell'aisne nel nord della francia,78.3959,0.8321,0.4528,74.9,0,0
il clima era teso,il clima e teso e forte,66.6667,0.5011,0.0674,18.0,0,0
le maggiori carte di credito sono accettate praticamente ovunque,sono accettate tutte le maggiori carte di credito,100.0,0.999,0.1978,100.0,0,0
invece non è così anzi probabilmente è il contrario,non e cosi anzi e vero esattamente il contrario,33.6003,0.3758,0.1522,10.7,0,0
nell attesa di una tua risposta ti ringrazio anticipatamente,in attesa di una risposta ringrazio,100.0,0.9977,0.1573,100.0,0,0
la commissione prosegue l esame rinviato nella seduta di ieri 2 febbraio 1999,la commissione prosegue l esame rinviato nella seduta del 2 febbraio 1999,66.6667,0.9139,0.25,73.5,0,0
questo è un punto doloroso,questo e un bel punto fermo,58.1548,0.8067,0.1573,53.7,0,0
la collocazione editoriale delle pubblicazioni è generalmente mediocre,discreta e la collocazione editoriale delle pubblicazioni,68.6869,0.8413,0.1778,64.3,0,0
un altro punto è questo,c e un altro punto piu fastidioso,56.25,0.4827,0.0659,24.4,0,0
ma c è un altro particolare interessante,ma e un altro particolare importante,56.9444,0.6615,0.1124,50.8,0,0
questo è il quadro della situazione,tale e il quadro schematico della situazione,67.8638,0.8413,0.1978,64.3,0,0
però un fatto è certo,un fatto pero e certo,25.1984,0.5111,0.0682,23.6,0,0
anche questo è un problema importante,questo e un nostro problema,55.0595,0.75,0.1364,42.7,0,0
dal 2002 un servizio di traghetti notturno ha collegato rosyth con zeebrugge in belgio questo servizio stato interrotto da superfast ferries nel settembre 2008 ma ripreso nel maggio 2009 sotto il nuovo operatore norfolkline,un treno turistici ha sostituito rosyth che era stato utilizzato per la prima volta nel 2008 ma il servizio non ha preso il controllo del porto,47.8977,0.0507,0.0364,1.6,0,0
sean fratello di liadan ed erede di sevenwaters vuole acquistare la forza di combattimento dell' uomo dipinto nella loro lunga battaglia per le isole sacre,sean ben nota come il padre di liadan e il suo esercito di isole nelle isole britanniche prendono la forza dalle isole britanniche per cercare di,12.7838,0.124,0.0727,3.8,0,0
è indubbiamente una questione di ordine pubblico,e una questione di ordine pubblico,61.7424,0.83,0.1573,76.0,0,0
le sorprese dunque non sono finite,ma le sorprese non finiscono,86.1111,0.7938,0.0909,66.9,0,0
