Normal,Simple1,SARI_1,METEOR_1,ROUGE_F_1,BLEU_1,Simple2,SARI_2,METEOR_2,ROUGE_F_2,BLEU_2
« Questo non lo so .,Questo proprio non lo sappiamo,100.0,0.996,1.0,100.0,Questo proprio non lo sappiamo,100.0,0.996,1.0,100.0
- Questa è una domanda del * * *,Questa è un'ottima domanda.,56.6468,0.6356,0.0,19.4,Questa è un'ottima domanda.,56.6468,0.6356,0.0,19.4
"Insomma , è solo un' impressione",Ma è solo una mia impressione.,61.9318,0.4509,0.0,15.6,Ma è solo una mia impressione.,61.9318,0.4509,0.0,15.6
La ringrazio anticipatamente per l' attenzione e la saluto cordialmente,Ringrazio per la cortese attenzione e saluto cordialmente.,56.5891,0.7687,0.6154,51.3,La ringrazio per l'attenzione prestatami e la saluto cordialmente.,37.1047,0.6181,0.5333,17.7
Che parla bene l' italiano,Parla molto bene l'italiano.,40.4365,0.3758,0.75,19.4,Parla molto bene l'italiano.,40.4365,0.3758,0.75,19.4
Le cause di ciò possono essere diverse,Le cause possono essere diverse.,72.1693,0.8067,0.75,53.7,Le cause possono essere diverse.,72.1693,0.8067,0.75,53.7
""" Questa è la mia vita",Questa è la mia vita.,59.7222,0.8519,0.6667,19.3,Questa è la mia vita.,59.7222,0.8519,0.6667,19.3
"Pone , quindi ai voti l' articolo 1 che è approvato",Posto ai voti è approvato l'articolo 21.,74.8824,0.6009,0.8333,47.8,Posto ai voti è approvato l'articolo 24.,74.8824,0.6009,0.8333,47.8
"- che all' articolo 18 , il comma 2 sia sostituito dal seguente : « 2",All'articolo 294 il comma 4 è sostituito dal seguente : « 4.,45.8795,0.5263,0.4444,31.8,All'articolo 8 : il comma 1 è sostituito dal seguente : « 1.,45.6238,0.5228,0.4444,31.6
"Ma non è questo il problema , naturalmente .",Ma il problema non è quello,70.6115,0.83,0.75,76.0,Ma il problema non è quello,70.6115,0.83,0.75,76.0
è successo tutto così in fretta .,E poi è successo tutto in fretta,100.0,0.9985,1.0,100.0,E poi è successo tutto in fretta,100.0,0.9985,1.0,100.0
Ma questo non è il caso,Ma non è il mio caso.,65.0463,0.7934,0.2857,30.7,Ma non è il mio caso.,65.0463,0.7934,0.2857,30.7
"L' articolo 1137 del codice civile è sostituito dal seguente : "" Art",L'articolo 323 del codice penale è sostituito con il seguente : « Art,90.1032,0.8106,1.0,84.5,L'articolo 323 del codice penale è sostituito con il seguente : « Art,90.1032,0.8106,1.0,84.5
""" Non sarà una passeggiata """,Ma non è stata esattamente una passeggiata.,100.0,0.999,1.0,100.0,Ma non è stata esattamente una passeggiata.,100.0,0.999,1.0,100.0
Possibile che le cose stiano proprio così ?,Chissà se le cose stanno proprio così,73.1944,0.6914,0.5,30.7,Chissà se le cose stanno proprio così,73.1944,0.6914,0.5,30.7
"Posto ai voti , l' emendamento 45.1 , viene respinto .",Posto ai voti è respinto l'emendamento 1. 1,71.0795,0.5533,0.7143,44.6,Posto ai voti è respinto l'emendamento 1. 1,71.0795,0.5533,0.7143,44.6
"Ecco , certo non è più questo il problema .",Ma questo non è il solo problema,54.8611,0.1429,0.0,7.8,Ma questo non è il solo problema,54.8611,0.1429,0.0,7.8
Questo è un altro problema ancora .,È un altro problema aperto,34.5833,0.4331,0.0,10.4,È un altro problema aperto,34.5833,0.4331,0.0,10.4
Qualcuno può dar- me delle indicazioni,Qualcuno può dar - me indicazioni precise?,30.8532,0.4445,0.6,13.1,Qualcuno può dar - me indicazioni precise?,30.8532,0.4445,0.6,13.1
La risposta è quasi certamente no,La nostra risposta è NO.,71.8519,0.6464,0.0,16.3,La nostra risposta è NO.,71.8519,0.6464,0.0,16.3
è proprio difficile da capire .,per alcuni è troppo difficile da capire,52.7778,0.3606,0.2222,13.1,per alcuni è troppo difficile da capire,52.7778,0.3606,0.2222,13.1
Ma sono solo delle eccezioni che confermano la regola .,Sono proprio l'eccezione che conferma la regola,72.7976,0.451,0.5714,30.9,Sono proprio l'eccezione che conferma la regola,72.7976,0.451,0.5714,30.9
Non era però questo il caso,Infatti non era il caso.,75.6944,0.8067,0.5,32.5,Infatti non era il caso.,75.6944,0.8067,0.5,32.5
Ma potrebbe non essere il caso,Ma non è l'unico caso.,55.7407,0.4259,0.0,16.2,Ma non è l'unico caso.,55.7407,0.4259,0.0,16.2
"Dopo l' articolo 15 , aggiungere il seguente : « Art",Dopo l'articolo 18 è aggiunto il seguente : Art,71.1396,0.6406,0.7143,54.6,Dopo l'articolo 18 è aggiunto il seguente : Art,71.1396,0.6406,0.7143,54.6
è quindi questo un punto di partenza .,Questo sarà il nostro punto di partenza,59.7222,0.4206,0.3636,24.4,Questo è il nostro punto di partenza,62.2222,0.5357,0.4,26.3
Per quanto sopra si resta a disposizione per ogni e ulteriore chiarimento,Restiamo a disposizione per ogni ulteriore chiarimento possibile.,76.25,0.8655,0.7143,53.1,Restiamo a disposizione per ogni ulteriore chiarimento possibile.,76.25,0.8655,0.7143,53.1
"Non sono "" troppo "" d' accordo .",Ancora non sono d'accordo,56.3889,0.3233,0.75,24.9,Non sono completamente d'accordo,56.3889,0.3233,0.5,12.4
Che è vero esattamente il contrario,è vero tutto il contrario.,37.8241,0.8067,0.3333,38.0,è vero tutto il contrario.,37.8241,0.8067,0.3333,38.0
Questa è una mia convinzione .,Questa convinzione è anche mia,48.9286,0.2,0.0,10.7,Questa convinzione è anche mia,48.9286,0.2,0.0,10.7
si gettano tutti in acqua !,Quindi dobbiamo buttare tutti in acqua!,47.6389,0.4827,0.2222,24.4,Si raccolgono in acqua tutti gli acqua!,55.3241,0.5091,0.2,14.5
"Propone , pertanto , di esprimere un parere favorevole circa la sussistenza dei presupposti costituzionali",Propone quindi di esprimere un parere favorevole circa la sussistenza dei presupposti costituzionali.,100.0,0.9998,1.0,100.0,Propone quindi di esprimere un parere favorevole circa la sussistenza dei presupposti costituzionali.,100.0,0.9998,1.0,100.0
Ok : il primo passo è fatto .,Il primo passo è fatto »,50.463,0.7353,0.5714,32.5,Il primo passo è fatto »,50.463,0.7353,0.5714,32.5
"articolo 130 del regio decreto n. 267 del 1942 , è abrogato .",L'articolo 185 del regio decreto n. 267 del 1942 è abrogato.,74.1567,0.7243,0.8,76.3,L'articolo 185 del regio decreto n. 267 del 1942 è abrogato.,74.1567,0.7243,0.8,76.3
Ormai non c' è più dubbio !,Non c'è alcun dubbio!,68.2738,0.8413,0.5714,35.0,Non c'è alcun dubbio!,68.2738,0.8413,0.5714,35.0
Vorrei saper- ne qualcosa di più .,Devo saper - ne di più,62.4669,0.1923,0.6,21.6,Devo saper - ne di più,62.4669,0.1923,0.6,21.6
"Pertanto , il ricorso deve essere dichiarato inammissibile",Il ricorso deve essere dichiarato inammissibile.,100.0,0.9985,1.0,100.0,Il ricorso deve essere dichiarato inammissibile.,100.0,0.9985,1.0,100.0
"Le cose , effettivamente , non stanno così .",Oggi le cose non stanno più così,54.0873,0.7311,0.4,15.6,Oggi le cose non stanno più così,54.0873,0.7311,0.4,15.6
E forse proprio questo è il suo punto di forza .,Questi sono i nostri punti di forza,47.3545,0.2679,0.1667,13.1,Questi sono i nostri punti di forza,47.3545,0.2679,0.1667,13.1
Questo è davvero il problema .,Questo è il grosso problema,65.4762,0.4331,0.0,23.6,Questo è il grosso problema,65.4762,0.4331,0.0,23.6
"Questo è il punto cruciale "" .",Questo è il punto cruciale!,60.1058,0.7782,0.6667,50.8,Questo è il punto cruciale!,60.1058,0.7782,0.6667,50.8
"Ma il problema sollevato , ormai , è un altro",Il problema vero è un altro.,77.7778,0.8413,0.5,48.9,Il problema è quindi un altro.,62.834,0.8036,0.5,32.2
"Nata nel 1888 , morì nel 1922",Nato nel 1218 morì nel 1282.,72.5,0.6371,0.4,19.6,Nato nel 1218 morì nel 1282.,72.5,0.6371,0.4,19.6
questo è solo un tuo sogno,Era stato solo un sogno.,95.7672,0.8676,0.8889,64.3,Era stato solo un sogno.,95.7672,0.8676,0.8889,64.3
Le spese processuali relative al presente grado di giudizio possono essere compensate tra le parti,Le spese del presente grado giudizio possono compensar - si tra le parti.,65.5659,0.5928,0.5833,31.7,Le spese del presente grado di giudizio possono compensar - si integralmente tra le parti.,58.4015,0.6411,0.5385,25.3
C' è una differenza tuttavia .,c'è una sottile differenza,37.6389,0.8067,0.3333,14.8,C'è una differenza enorme,36.8056,0.8067,0.3333,14.8
Dovrebbe parlare con un avvocato prima .,Deve parlare con un uomo,73.3135,0.5154,0.5455,21.8,Deve parlare con un uomo,73.3135,0.5154,0.5455,21.8
E quali sono gli obiettivi,Quali sono i suoi obiettivi principali?,74.1667,0.6371,0.4,15.6,Quali sono i suoi obiettivi principali?,74.1667,0.6371,0.4,15.6
Forse era solo un' allucinazione .,Forse era solo un'allucinazione,33.3333,0.0,0.25,6.2,Forse era solo un'allucinazione,33.3333,0.0,0.25,6.2
"E questa , fra l' altro , non sarebbe la prima volta .",e non era nemmeno la prima volta,68.4524,0.6914,0.5455,30.7,e non era nemmeno la prima volta,68.4524,0.6914,0.5455,30.7
Naturalmente questo è solo il mio parere .,Questo è il mio personalissimo parere,66.6667,0.949,0.5714,53.7,Questo è il mio modestissimo parere,66.6667,0.949,0.5714,53.7
Ma questo è solo un caso,Sicuramente è solo un caso.,79.6296,0.83,0.6667,76.0,Sicuramente è solo un caso.,79.6296,0.83,0.6667,76.0
"Già , ma proprio qui sta problema .",Ma il problema sta proprio qui,49.7222,0.8519,0.4,25.4,Ma il problema sta proprio qui,49.7222,0.8519,0.4,25.4
E questa non è cosa da poco,E questa non sarà una buona cosa.,62.1892,0.8648,0.7273,50.0,E questa non sarà una buona cosa.,62.1892,0.8648,0.7273,50.0
Puoi far- ci un caso concreto ?,Può fare un caso concreto,100.0,0.996,1.0,100.0,Può fare un caso concreto,100.0,0.996,1.0,100.0
Questo è sicuramente un dato di fatto .,è un dato di fatto,83.3333,0.8441,0.8571,81.9,è un dato di fatto,83.3333,0.8441,0.8571,81.9
Ma non farei di ogni erba un fascio,Non facciamo di ogni erba un fascio!,50.6313,0.3845,0.2667,16.1,Non facciamo di ogni erba un fascio!,50.6313,0.3845,0.2667,16.1
"La Commissione prosegue l' esame , rinviato da ultimo nella seduta del 25 febbraio 2003",La Commissione prosegue l'esame rinviato nella seduta dell'11 febbraio 2004.,44.9891,0.5474,0.6364,21.0,La Commissione prosegue l'esame rinviato nella seduta del 19 febbraio 1997.,51.7658,0.6235,0.7273,30.0
"In attesa di risposta , anticipatamente ringrazio .",In attesa di risposta ringrazio,59.5797,0.8203,1.0,57.9,In attesa di risposta ringrazio,59.5797,0.8203,1.0,57.9
Quindi questo è un fatto scontato,Questo è un altro fatto.,100.0,0.9977,1.0,76.0,E questo è un altro fatto positivo.,84.7222,0.9498,0.75,54.1
"Ah , c' è una cosa",Una cosa buona comunque c'è.,57.6389,0.8294,0.2857,9.7,Una cosa buona comunque c'è.,57.6389,0.8294,0.2857,9.7
"[ 17 ] Tobi si avvicinò poi a Sara , la sposa di suo figlio Tobia , e la benedisse : « Sii la benvenuta , figlia !",17 Pietro si avvicinò alla donna di cui la si sposò e la donna di lui.,12.2736,0.1394,0.1176,4.4,17 Pietro si avvicinò alla donna di cui la si sposò e la donna di lui.,12.2736,0.1394,0.1176,4.4
In attesa di una risposta Vi porgo distinti saluti,In attesa di una risposta porgo distinti saluti.,77.6034,0.8288,0.75,59.9,In attesa di una risposta porgo distinti saluti.,77.6034,0.8288,0.75,59.9
E non sarebbe una cosa da poco,Non era cosa da poco.,46.9444,0.4574,0.2222,9.0,Non era una cosa da poco!,41.5278,0.5357,0.4,14.5
I risultati sono abbastanza interessanti,I risultati sono interessanti e originali.,45.7341,0.3235,0.1818,6.8,I risultati sono interessanti e originali.,45.7341,0.3235,0.1818,6.8
"Preannuncia , pertanto , il proprio voto contrario",Preannuncia pertanto il proprio voto contrario.,61.048,0.8413,0.6,41.1,Preannuncia pertanto il proprio voto contrario.,61.048,0.8413,0.6,41.1
"Tuttavia , questa è già un' altra storia .",Questa è un'altra storia,45.7341,0.3363,0.75,9.0,Questa è un'altra storia,45.7341,0.3363,0.75,9.0
"Non è un problema , almeno per me .",Non è un problema per me,54.3651,0.8152,0.4444,16.3,Non è un problema per me,54.3651,0.8152,0.4444,16.3
è proprio questo il punto ! ! ! !,Ma il punto è proprio questo,66.6667,0.8067,0.5,32.5,Ma il punto è proprio questo,66.6667,0.8067,0.5,32.5
) quindi non è proprio una novità .,E non era una novità,52.9167,0.3,0.0,14.1,E non era una novità,52.9167,0.3,0.0,14.1
"Propone , infine , di esprime un parere favorevole circa la sussistenza dei presupposti costituzionali",Propone quindi di esprimere un parere favorevole circa la sussistenza dei presupposti costituzionali.,100.0,0.9998,1.0,100.0,Propone quindi di esprimere un parere favorevole circa la sussistenza dei presupposti costituzionali.,100.0,0.9998,1.0,100.0
"Ma questa non è una consolazione , anzi .",Ma non è una consolazione,52.963,0.75,0.3333,23.6,Ma non è una consolazione,52.963,0.75,0.3333,23.6
Ma il problema è tutt' altro che semplice,Ma il problema è un altro.,73.0556,0.8757,0.6667,51.5,Ma il problema è un altro.,73.0556,0.8757,0.6667,51.5
Questa non è una buona idea .,Non è una buona idea,50.463,0.75,0.3333,42.7,Non è una buona idea,50.463,0.75,0.3333,42.7
Conseguentemente sostituire il comma 2 con il seguente : « 4,il comma 4 è sostituito dal seguente : « 4.,64.1865,0.803,0.5,49.6,il comma 4 è sostituito dal seguente : « 4.,64.1865,0.803,0.5,49.6
Le faccio solo un esempio .,Le voglio fare un esempio,47.4206,0.5111,0.25,23.6,Le voglio fare un esempio,47.4206,0.5111,0.25,23.6
Chissà forse è proprio questa la sua vita reale,è questa la sua vita?,45.6944,0.625,0.3333,32.5,è questa la sua vita?,45.6944,0.625,0.3333,32.5
"Questo è , naturalmente , il mio pensiero .",Questo è solo il mio pensiero,55.7407,0.625,0.25,18.0,Questo è il mio personale pensiero,60.1852,0.526,0.0,10.7
Ma anche questo era un sogno .,Ma è solo un sogno,71.5278,0.5889,0.5714,39.8,Ma è solo un sogno,71.5278,0.5889,0.5714,39.8
A cosa può essere dovuto,E a cosa può essere dovuto?,76.7725,0.8164,0.6667,61.5,E a cosa può essere dovuto?,76.7725,0.8164,0.6667,61.5
V ) Sostituire il comma 6 con il seguente : 6 .,4 ) il comma 6 è sostituito dal seguente :,68.7271,0.6918,0.5,45.2,4 ) il comma 6 è sostituito dal seguente :,68.7271,0.6918,0.5,45.2
« E questa è una forzatura »,Questa è una vera forza popolare.,42.9563,0.2459,0.0,7.8,E questa è una forza sociale.,32.5,0.2459,0.0,7.8
Richiesta una buona conoscenza della lingua inglese,Si richiede una buona conoscenza delle lingua inglese.,22.5198,0.6543,0.4615,29.8,è richiesta una buona conoscenza della lingua inglese.,100.0,0.9993,1.0,100.0
Eppure avrebbe avuto solo l' imbarazzo della scelta,Avrete l'imbarazzo della scelta.,40.1984,0.3424,0.6,21.8,Avrete l'imbarazzo della scelta.,40.1984,0.3424,0.6,21.8
La ringrazio e le porgo distinti saluti .,La ringrazio e porgo distinti saluti,100.0,0.9977,1.0,100.0,La ringrazio e porgo distinti saluti,100.0,0.9977,1.0,100.0
Ci sono delle cose che non potrò mai dimenticare .,Ci sono molte cose che non possiamo dimenticare,25.974,0.3194,0.1538,12.2,Ci sono molte cose che non possiamo dimenticare,25.974,0.3194,0.1538,12.2
"Chi poteva essere , lì , a quell' ora",Chi poteva essere a Quell'ora?,34.7412,0.5126,1.0,24.6,Chi poteva essere a Quell'ora?,34.7412,0.5126,1.0,24.6
« Questa è una questione di principio,Era una questione di principio.,48.9947,0.6615,0.8571,50.8,Era una questione di principio.,48.9947,0.6615,0.8571,50.8
Ma questo è un esempio,Ma sono solo un esempio.,66.6667,0.4907,0.2857,30.2,Ma sono solo un esempio.,66.6667,0.4907,0.2857,30.2
"articolo 56 , inserire il seguente : « Art",Dopo l'articolo 10 è inserito il seguente : Art,80.6125,0.6406,0.7143,54.6,Dopo l'articolo 10 è inserito il seguente : Art,80.6125,0.6406,0.7143,54.6
Finalmente arrivò il gran giorno .,Il grande giorno è arrivato,56.3889,0.75,0.3333,42.7,Il grande giorno è arrivato,56.3889,0.75,0.3333,42.7
"La Commissione prosegue l' esame , rinviato da ultimo nella seduta del 3 marzo 2004 .",La Commissione prosegue l'esame rinviato nella seduta dell'11 marzo 2004,42.494,0.5295,0.6364,22.4,La Commissione prosegue l'esame rinviato nella seduta del 9 marzo 2005,50.6019,0.6085,0.7273,32.0
Questo è un discorso piuttosto ambiguo,Questo è un bel discorso.,73.6111,0.8067,0.3333,38.0,Questo è un bel discorso.,73.6111,0.8067,0.3333,38.0
Questa non è una novità,Tutto questo non è una novità.,48.3333,0.6148,0.2857,14.5,Tutto questo non è una novità.,48.3333,0.6148,0.2857,14.5
« è solo un primo passo,è soltanto un primo passo.,54.4643,0.625,0.3333,30.2,è soltanto un primo passo.,54.4643,0.625,0.3333,30.2
Ma questo non è un problema .,Ma i problemi non sono questi,21.5278,0.098,0.0,4.1,Ma non è solo un problema mio,39.9074,0.7212,0.25,14.5
La mia risposta è : purtroppo sì .,La risposta è ovviamente sì,35.6019,0.6313,0.0,25.4,La risposta è ovviamente sì,35.6019,0.6313,0.0,25.4
quest' idea non è niente male ! !,Non è male l'idea!,51.0185,0.5515,0.6667,19.4,Non è male l'idea!,51.0185,0.5515,0.6667,19.4
"Non è solo un problema tecnico , evidentemente .",non è un mio problema,60.1058,0.4099,0.0,13.9,non è un mio problema,60.1058,0.4099,0.0,13.9
Il locale è sobriamente elegante .,Il locale è rustico ed elegante,73.6111,0.8067,0.5,38.0,Il locale è rustico ed elegante,73.6111,0.8067,0.5,38.0
Ma quale è la verità,Ma sarà proprio la verità?,79.0873,0.8067,0.5714,53.7,Ma sarà proprio la verità?,79.0873,0.8067,0.5714,53.7
"Per ulteriori informazioni , telefonare allo 0649914433 .",Per informazioni telefonare allo 0543971375,81.9444,0.7938,0.75,66.9,Per informazioni telefonare allo 0543971375,81.9444,0.7938,0.75,66.9
Ma c' è anche un altro problema .,Ma ci sono parecchi altri problemi,33.1349,0.0,0.0,4.1,Ma ci sono parecchi altri problemi,33.1349,0.0,0.0,4.1
non è questo il punto .,Ma non è il punto,100.0,0.996,1.0,100.0,Ma non è il punto,100.0,0.996,1.0,100.0
Si passa all' esame degli emendamenti relativi all' articolo 9 .,Passa quindi all'esame dell'articolo 2 e dei relativi emendamenti,68.2146,0.5491,1.0,41.1,Passa quindi all'esame dell'articolo 2 e dei relativi emendamenti,68.2146,0.5491,1.0,41.1
"Beh , non è una novità .",Non era certo una novità,66.6667,0.5111,0.25,21.4,E non è certo una novità,62.6984,0.5011,0.25,18.0
Questo sarebbe però soltanto il primo passo,Questo è il primo passo.,68.1746,0.8067,0.3333,38.0,Questo è il primo passo.,68.1746,0.8067,0.3333,38.0
Ma la verità è un' altra !,Ma la verità è tutt'altra.,52.6984,0.7011,0.3333,16.2,Ma la verità è tutt'altra.,52.6984,0.7011,0.3333,16.2
"E questo è un errore "" .",Questo fu un grave errore,28.8095,0.3,0.0,14.1,Questo è un grande errore,47.6389,0.75,0.3333,42.7
Invece le cose non stanno proprio così,Le cose non stanno così.,100.0,0.9977,1.0,100.0,Le cose non stanno così.,100.0,0.9977,1.0,100.0
"La Commissione quindi approva la proposta di parere favorevole , con condizioni ed osservazioni , del relatore .",La Commissione approva la proposta di parere favorevole con osservazioni e condizione del relatore,77.4683,0.8504,0.6923,65.9,La Commissione approva la proposta di parere favorevole con osservazioni e condizione del relatore,77.4683,0.8504,0.6923,65.9
"E , comunque , il mio dramma è il "" mio """,Il mio dramma è il mio dramma.,44.4318,0.2817,0.0,13.1,Il mio dramma è il mio dramma.,44.4318,0.2817,0.0,13.1
Il numero verde dovrebbe essere 803868 .,Il numero verde è 800900713,100.0,0.996,1.0,100.0,Il numero verde è 800900713,100.0,0.996,1.0,100.0
Non ci sarà pace senza giustizia,Non c'è una pace senza giustizia.,65.6944,0.5975,0.3636,37.7,Non c'è una pace senza giustizia.,65.6944,0.5975,0.3636,37.7
Su questo siamo pienamente d' accordo .,Possiamo essere d'accordo su questo,48.3333,0.0847,0.2222,5.3,Su alcune sono d'accordo su altre meno,52.381,0.1639,0.3636,7.8
- « I nodi sono venuti al pettine,E adesso tutti i nodi vengono al pettine.,86.3889,0.8314,0.6667,58.7,E adesso tutti i nodi vengono al pettine.,86.3889,0.8314,0.6667,58.7
In attesa di una sua risposta la ringrazio,In attesa di una risposta ringrazio.,58.6645,0.8757,0.7273,51.5,In attesa di una risposta ringrazio.,58.6645,0.8757,0.7273,51.5
"Nato nel 1597 , morì nel 1640",Nato nel 1218 morì nel 1282.,69.4444,0.6371,0.4,19.6,Nato nel 1218 morì nel 1282.,69.4444,0.6371,0.4,19.6
"Le cose , effettivamente , non stanno così",Invece le cose non stanno proprio così.,69.24,0.6389,0.1667,13.1,Le cose però non stanno esattamente così.,72.1441,0.7031,0.3333,27.1
Siamo solo ai primi passi .,è solo il primo passo,100.0,0.996,1.0,100.0,è solo il primo passo,100.0,0.996,1.0,100.0
La legge dovrebbe essere uguale per tutti .,La legge è uguale per tutti,93.1746,0.8676,0.8889,64.3,La legge è uguale per tutti,93.1746,0.8676,0.8889,64.3
""" Ma non è l' unico .",Ma non sarà l'unica,44.4444,0.0862,0.0,6.2,Ma non è l'unica,44.3452,0.3233,0.0,12.4
- Forse è la prima volta .,è certamente la prima volta,47.6389,0.75,0.6667,42.7,è certamente la prima volta,47.6389,0.75,0.6667,42.7
Questo è realmente il problema,Questo è un tuo problema.,78.4722,0.8067,0.3333,38.0,Questo è il grosso problema.,70.8929,0.625,0.0,23.0
« Non è questo il problema,Non siamo il vostro problema.,38.2341,0.2174,0.0,9.0,Non siamo il vostro problema.,38.2341,0.2174,0.0,9.0
"Tranquilli , è solo l' inizio",Certo è solo l'inizio.,40.1389,0.2206,0.6667,10.4,Certo è solo l'inizio.,40.1389,0.2206,0.6667,10.4
"Tuttavia , è possibile che non tutti i mali vengano per nuocere",È proprio vero che non tutti i mali vengono per nuocere.,100.0,0.9997,1.0,90.4,È proprio vero che non tutti i mali vengono per nuocere.,100.0,0.9997,1.0,90.4
"Bene , allora qual è il problema",Allora il problema qual è?,55.5556,0.1667,0.0,8.1,E allora qual è il problema?,38.4921,0.1639,0.0,7.8
"Questa è una differenza significativa "" .",Questa è una differenza fondamentale,66.6667,0.6727,0.5714,32.6,Questa è una differenza fondamentale,66.6667,0.6727,0.5714,32.6
Quindi questo è un dato di fatto,È il dato di fatto.,53.2407,0.8067,0.6667,53.7,È un dato di fatto acclarato.,72.2222,0.9654,0.8571,64.3
"Conseguentemente , dopo il comma 1 , aggiungere i seguenti : 2 .",Dopo il comma 1 è aggiunto il seguente : « 2,100.0,0.9996,1.0,100.0,Dopo il comma 1 è aggiunto il seguente : « 2,100.0,0.9996,1.0,100.0
Il peggio potrebbe essere ormai alle spalle,Il peggio è alle spalle.,67.2685,0.8535,0.5714,43.0,Il peggio è alle spalle.,67.2685,0.8535,0.5714,43.0
è una domanda : ne vale ancora la pena,La domanda è : ne vale la pena?,91.1033,0.9041,0.7273,79.6,La domanda è : ne vale la pena?,91.1033,0.9041,0.7273,79.6
"La tragedia , invece , era in agguato",Ma la tragedia era in agguato.,70.873,0.8413,0.6667,41.1,Ma la tragedia era in agguato.,70.873,0.8413,0.6667,41.1
"In conclusione , propone di esprimere parere favorevole , senza condizioni né osservazioni",In conclusione propone di esprimere un parere favorevole senza condizioni né osservazioni.,53.5488,0.8352,0.6957,48.9,In conclusione propone di esprimere un parere favorevole senza condizioni né osservazioni.,53.5488,0.8352,0.6957,48.9
Ma questa non è una novità : Anzi,Questa non è una novità.,47.5397,0.4808,0.2222,23.3,Ma non era una novità.,72.7778,0.5718,0.2,24.6
""" Questa è un bella domanda",è una domanda altrettanto bella.,68.3333,0.526,0.0,10.7,è una domanda altrettanto bella.,68.3333,0.526,0.0,10.7
Questo è lo spirito dei tempi .,Era lo spirito dei tempi,100.0,0.996,1.0,100.0,Era lo spirito dei tempi,100.0,0.996,1.0,100.0
Purchè questo sia il nostro problema,è appunto questo il problema.,84.1667,0.8067,0.6667,50.8,è appunto questo il problema.,84.1667,0.8067,0.6667,50.8
E sarebbe già uno straordinario risultato,Già questo è un grande risultato.,71.9192,0.6148,0.0,18.6,Già questo è un grande risultato.,71.9192,0.6148,0.0,18.6
Ci sono ancora dei nodi da sciogliere,Il nodo è ancora da sciogliere.,72.3232,0.4598,0.2,20.9,Il nodo è ancora da sciogliere.,72.3232,0.4598,0.2,20.9
Perchè il tuo cuore è abbastanza fermo .,Il tuo cuore è fermo,51.8056,0.5889,0.5714,21.4,Il tuo cuore è fermo,51.8056,0.5889,0.5714,21.4
Il punto adesso è proprio questo .,Ed è proprio qui il punto,60.1852,0.526,0.0,19.3,Ed è proprio qui il punto,60.1852,0.526,0.0,19.3
"Le sorprese non mancheranno """,Le sorprese comunque non mancano.,59.0873,0.526,0.25,19.3,Le sorprese comunque non mancano.,59.0873,0.526,0.25,19.3
Ma di cosa si parla ?,Ma di che cosa parlano,51.3889,0.4331,0.25,19.4,Ma di che cosa parlano,51.3889,0.4331,0.25,19.4
"Per informazioni , telefonare allo 0376 338645",Per informazioni potete telefonare allo 0532 209988.,100.0,0.999,1.0,100.0,Per informazioni potete telefonare allo 0532 209988.,100.0,0.999,1.0,100.0
Chi farebbe una cosa del genere ?,Perchè avete fatto una cosa del genere,62.963,0.5024,0.4615,35.6,Perchè avete fatto una cosa del genere,62.963,0.5024,0.4615,35.6
"Ti porgo cordiali saluti , ringraziando- ti anticipatamente per la tua gradita risposta .",Ringrazio per la risposta e porgo cordiali saluti,84.7811,0.8099,0.75,65.5,Ringrazio per la risposta e porgo cordiali saluti,84.7811,0.8099,0.75,65.5
Sarebbe molto duro e difficile .,"è stato molto doloroso, difficile",59.5833,0.1282,0.0,6.9,"è stato molto doloroso, difficile",59.5833,0.1282,0.0,6.9
Quale consiglio mi può dare ?,Mi può dare qualche consiglio,66.6667,0.75,0.5,42.7,Mi può dare qualche consiglio,66.6667,0.75,0.5,42.7
Poi si toglie un sassolino dalla scarpa .,tolde un sasso dalla scarpe,46.7262,0.0649,0.0,5.9,tolde un sasso dalla scarpe,46.7262,0.0649,0.0,5.9
In attesa di un positivo riscontro si inviano i migliori saluti .,Nell'attesa di un vostro riscontro Le inviamo cordiali saluti,41.4899,0.3897,0.25,11.3,Nell'attesa di un vostro riscontro Le inviamo cordiali saluti,41.4899,0.3897,0.25,11.3
Per cui la risposta è no,La risposta è certamente no.,57.1032,0.6464,0.2857,20.5,La risposta è certamente no.,57.1032,0.6464,0.2857,20.5
Per saper- ne di più metti- ti in contatto direttamente con le università degli studi,Deve metter - si in contatto con le università degli studi per saper - ne di più.,69.9566,0.8599,1.0,60.3,Deve metter - si in contatto con le università degli studi per saper - ne di più.,69.9566,0.8599,1.0,60.3
"La Commissione prosegue l' esame , rinviato , da ultimo nella seduta del 17 settembre 2003 .",La Commissione prosegue l'esame rinviato nella seduta del 29 settembre 1998,55.775,0.6901,0.8182,34.5,La Commissione prosegue l'esame rinviato nella seduta del 29 settembre 1998,55.775,0.6901,0.8182,34.5
Ma ne valeva davvero la pena .,Ma vale davvero la pena?,49.2063,0.3125,0.2222,16.2,Ma vale davvero la pena?,49.2063,0.3125,0.2222,16.2
"Si passa , pertanto , all' esame degli emendamenti relativi all' articolo 13 .",Si passa all'esame degli emendamenti all'articolo 27,27.7082,0.3261,0.7059,12.1,Si passa all'esame degli emendamenti all'articolo 18,27.7082,0.3261,0.7059,12.1
C' è anche un altro problema,Ci sarà un altro problema.,40.4762,0.1724,0.0,7.7,Ma il problema è anche un altro.,31.1508,0.2809,0.0,8.3
