Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
Forse questo è il rovescio della stessa medaglia,È il rovescio della medaglia,100.0,0.996,1.0,100.0,0,0
Le riassumo in alcuni punti essenziali,Ne riassumo qui alcuni punti essenziali,79.6429,0.7782,0.6667,50.8,0,0
"Poi , tutti sappiamo come è andata a finire , purtroppo",Sappiamo poi come è andata a finire,66.4092,0.9654,0.6667,64.3,0,0
Non può svolger- si in contrasto con l' utilità sociale o in modo da recare danno alla sicurezza alla libertà alla * dignità umana,Non può svolger - si in contrasto con l'utilità sociale o in modo da rendere danno alla libertà alla libertà umana,29.4312,0.5436,0.7143,24.3,0,0
"Qualcuno doveva prendere in mano la situazione , Ben",Devo prendere in mano la situazione,60.1058,0.6615,0.6,50.8,0,0
"Certo , ora i tempi sono cambiati",Oggi invece i tempi sono cambiati,62.963,0.7782,0.6667,50.8,0,0
Ma questa non è l' unica soluzione,Non è questa la soluzione,40.8333,0.3758,0.0,19.4,0,0
Ma questi sono solo dettagli,Ma questi sono tutti dettagli,33.3333,0.0,0.0,4.4,0,0
Mi puoi parlare di una tua esperienza,Puoi parlar - ci di quell'esperienza,39.4444,0.5011,0.0,9.7,0,0
La partecipazione degli adulti è rigorosamente gratuita,La partecipazione degli adulti è gratuita,100.0,0.9977,1.0,100.0,0,0
"La seduta , sospesa alle 8.05 , è ripresa alle 8.30",La seduta sospesa alle 15. 30 è ripresa alle 16. 05,71.1806,0.736,1.0,28.0,0,0
"In caso di persistente parità , si procederà al sorteggio",In caso di ulteriore parità si procede per sorteggio,88.8889,0.8819,0.75,75.1,0,0
Intanto continua ad arrivare gente,E intanto continua ad arrivare,43.4722,0.5889,0.5,39.8,0,0
Secondo me ne vale veramente la pena,Secondo me vale la pena,100.0,0.996,1.0,100.0,0,0
"Beh , questa è una domanda strettamente calcistica",Questa è una bella domanda,66.6667,0.75,0.3333,42.7,0,0
"Anzi , sarebbe stato triste il contrario",È vero proprio il contrario,66.6667,0.5111,0.3333,21.4,0,0
La ragione di questo era molto semplice,La ragione è molto semplice,49.213,0.75,0.5714,30.2,0,0
"Un relativismo che "" non è nichilismo , al contrario",Un relativismo che non è un contrario,20.406,0.3995,0.0,13.5,0,0
Non se ne potrebbe fare a meno,Non poteva far - ne a meno,69.697,0.4747,0.5,21.2,0,0
Questa è una domanda ovviamente senza risposta,È una domanda senza risposta,53.2407,0.6313,0.6667,23.6,0,0
Questo è un altro problema ancora,Ma è stato un problema,25.754,0.3,0.0,12.7,0,0
Non sarebbe sicuramente la stessa cosa,Ma non era la stessa cosa,66.6667,0.625,0.4444,30.2,0,0
capite che non è cosa da poco,Capirete che non è cosa facile,51.5476,0.6464,0.2222,20.5,0,0
Vorrei por- le un' ulteriore domanda,Le volevo quindi porre una domanda,60.5556,0.6189,0.2222,16.2,0,0
La mia è un' idea corretta,la mia era solo un'idea,49.1667,0.0847,0.0,8.7,0,0
"Dopo la battaglia di Gaza del giugno 2007, i funzionari eletti di Hamas sono stati estromessi dalle loro posizioni nel governo dell'Autorità Nazionale Palestinese in Cisgiordania e sostituiti da membri rivali di Fatah e da indipendenti. Hamas ha mantenuto il controllo di Gaza","Dopo la battaglia di Gaza del giugno 2007, i funzionari del governo hanno dichiarato che i funzionari locali sono stati estromessi dalle loro posizioni nel governo di Fatah e da altri partiti",33.1389,0.1124,0.037,3.5,0,0
"Il sito , ovviamente , è in inglese",Il sito è in inglese e italiano,62.4369,0.6543,0.3333,21.8,0,0
"Dopo l' articolo 8 , inserire il seguente : « Art",Dopo l'articolo 8 inserire i seguenti : « Art,22.0536,0.1852,0.4286,6.0,0,0
In attesa di una vostra risposta vi saluto cordialmente e vi ringrazio,In attesa di una vostra risposta ringrazio e saluto,58.2783,0.7619,0.4444,41.4,0,0
Questo non è assolutamente sufficiente,Ma non poteva essere sufficiente,59.4444,0.535,0.2222,20.8,0,0
Perché non può far- lo da solo,Ma non può fare da solo,88.1944,0.83,0.8,76.0,0,0
"Non sarà un problema , comunque",Non è un problema nominalistico,68.1151,0.5515,0.25,20.3,0,0
Qui c' è solo un fiume,C'è un fiume,62.9167,0.487,0.25,0.0,0,0
Questo è un esempio per tutti,Questo è un piccolissimo esempio,55.5556,0.535,0.0,20.8,0,0
"Si riserva , quindi , di presentare una proposta di parere nel prosieguo dell' esame",Si riserva di presentare un proposta di parere nel prosieguo dell'esame,47.0587,0.6993,0.8182,53.7,0,0
"Invece , purtroppo , le sorprese non sono finite",Ma le sorprese non sono finite qui,66.6667,0.9577,0.8,41.1,0,0
"Non saprei dar- le una risposta , sinceramente",Non sa dar - si una risposta,61.25,0.3651,0.1818,13.1,0,0
"In particolare si dedicò al seminario diocesano e ne modificò l'insegnamento, chiamando da Bagnoregio il professor don Pietro Artemi per la scuola di retorica, ne curò la pulizia dei locali e pensò ad ingrandirne il fabbricato con l'acquisto del palazzo Cristofari","In particolare si pensò al seminarista e ne modifichiò l'insegnamento, chiamando da Bagnoli il professore, e ne curò la ricerca dei locali e pensò ad ingrandire il palazzo con l'acquisto di edifici pubblici",15.0914,0.5448,0.32,20.1,0,0
"Allora , qual è oggi la situazione",Quale è la situazione oggi,57.3611,0.6356,0.2857,19.4,0,0
Puoi far- ci un caso concreto,Può fare un caso concreto,100.0,0.996,1.0,100.0,0,0
Questo non è l' unico caso,Non è l'unico caso,19.3056,0.3814,0.8571,11.5,0,0
La collocazione editoriale delle pubblicazioni è appena sufficiente,La collocazione editoriale delle pubblicazioni è sufficiente,49.8611,0.6127,0.3636,26.6,0,0
Le leggi antisemitiche si susseguivano l’una all’altra,Le leggi antisemitiche si alternavano l ’ una all ’ altra,43.0556,0.1576,0.1053,6.8,0,0
Ma certo questa sarebbe una complicazione,Ma è una complicazione in più,62.963,0.4574,0.0,19.3,0,0
Ma ci sono ancora incertezze,Ci sono ancora troppe incertezze,45.1389,0.4331,0.2222,19.4,0,0
Casomai ne parleremo un' altra volta,Ne parleremo un'altra volta,34.623,0.1493,0.4444,9.7,0,0
La strada aperta non è quindi ignota,La strada non è quindi ignota,61.9444,0.7782,0.5714,50.8,0,0
"Nata a Roma , nel 1968",Nato a Roma nel 1968,80.5556,0.7938,0.75,66.9,0,0
"Può , inoltre , fare proposte di legge alle Camere",Può fare proposte di legge alle Camere,81.078,0.8757,1.0,72.9,0,0
La verità è là fuori,La verità è tutt'altra,61.3095,0.5215,0.3333,46.3,0,0
"La realtà , naturalmente , non è così semplice",La realtà non è così semplice,100.0,0.9977,1.0,100.0,0,0
Dovranno far- lo più volte,Dovranno far - lo lo più volte,31.9444,0.0962,0.2222,6.6,0,0
Si potrebbe dire in altro modo,Lo si può dire in un altro modo,79.8166,0.7014,0.6154,51.7,0,0
"Al comma 2 , sopprimere la parola : rappresentativi",Al comma 2 sopprimere la parola : rappresentative,100.0,0.999,1.0,100.0,0,0
L' appuntamento è per domani alle 17,L'appuntamento ora è per il 17,62.996,0.5752,0.4,43.0,0,0
La cosa importante però è un' altra,Ma la cosa più buffa è un'altra,49.6296,0.4747,0.5455,14.5,0,0
E questo sarebbe un bene o un male,È un bene o un male,88.1313,0.8676,0.8889,64.3,0,0
"In attesa di riscontro , si porgono cordiali saluti","In attesa di un vostro cortese riscontro, le porgo i miei distinti saluti",43.373,0.5943,0.2105,7.1,0,0
Questo è per me l' amore,Il suo amore per me è grande e fedele,64.9285,0.5512,0.3636,29.8,0,0
Ma nella realtà le cose stanno un pò diversamente,Ma nella realtà le cose stanno un pò diversamente,49.9158,0.7683,0.4615,31.6,0,0
"Sostituire il comma 6 , con il seguente : 6",Sostituire il comma 6 con il seguente,91.0317,0.8512,0.9231,86.7,0,0
Avevo un quesito da por- le,Ho da porre un quesito,100.0,0.996,1.0,100.0,0,0
44 ] Ma Gesù stesso aveva dichiarato che un profeta non riceve onore nella sua patria,44 Ma Gesù stesso aveva dichiarato che un profeta non riceve onore nella sua patria,100.0,0.9999,1.0,100.0,0,0
"Oggi , per questo , sono previste anche altre manifestazioni","Per questo, sono previste altre manifestazioni",63.1166,0.7934,0.6,43.5,0,0
"Non è questo un grande problema , comunque",Non è un problema politico,81.9444,0.7938,0.6667,66.9,0,0
Questo è un fatto estremamente positivo,È comunque un fatto positivo,58.0556,0.75,0.6667,39.8,0,0
"Le spese dei due gradi del giudizio , tuttavia , sussistendo giusti motivi , possono essere compensate fra le parti",Sussistono giusti motivi per compensare tra le parti le spese dei due gradi del giudizio,82.0478,0.8762,0.7586,69.0,0,0
"Che cos' è la "" tradizione",Che cos'è la tradizione,39.7222,0.8535,0.5714,21.4,0,0
"articolo 2 , inserire il seguente : « Art","Dopo l'articolo 2, è inserito il seguente : Art",33.1944,0.1835,0.4286,5.9,0,0
Tuttavia non è così semplice,Ma non deve essere così semplice,100.0,0.9977,1.0,100.0,0,0
Questo sarebbe però soltanto il primo passo,E questo sarà solo il primo passo,77.1429,0.7934,0.6,41.1,0,0
"Chiediamo , infine , la verifica del numero legale",Chiedo infine la verifica del numero legale,67.3611,0.6692,0.6154,46.2,0,0
"All' articolo 15 , il comma 4 è soppresso",Nell'articolo 15 è soppresso il comma 4,39.7756,0.6392,0.6667,27.9,0,0
è appunto questo il problema,Questo sarà il grande problema,50.8929,0.2542,0.0,11.5,0,0
è soprattutto una devastante realtà,Questa è una realtà terribile,68.75,0.5111,0.0,23.6,0,0
"Schulz, della contea di Larimer, ha attribuito l'aumento del numero di dispersi alla crescente preoccupazione di parenti e amici",Schulz dice che il fatto che ci siano più persone scomparse deriva dalla preoccupazione dei loro parenti e amici,46.0128,0.3322,0.1667,10.7,0,0
"Dostoevskij, la cui opera è spesso considerata un precursore filosofico dell'esistenzialismo, ha spesso espresso una preoccupazione simile nei suoi romanzi",Dostokovich è spesso considerato un precursore del precursore filosofico dell'esistenzialismo,7.0317,0.2457,0.2857,6.7,0,0
Questo può essere utilizzato per scalare le virgolette grafiche verso l'alto o verso il basso per adattarle a citazioni più grandi o più piccole,Questo può essere utilizzato per scalare le virule grafiche verso l'alto o verso il basso o verso la basso,21.9306,0.5437,0.6047,48.2,0,0
Vi faccio un esempio concreto,Faccio un esempio concreto,44.6429,0.5215,0.2857,27.5,0,0
Ma la sfida è stata lanciata,La grande sfida è lanciata,100.0,0.996,1.0,100.0,0,0
Questo è un problema delicato,Questo è un nostro problema,13.75,0.5111,0.0,23.6,0,0
E c' è una grande differenza,E c'è una grande differenza,43.75,0.3846,0.0,14.1,0,0
Ora tutti sanno che è andata a finire,Sappiamo che è andata a finire,65.6614,0.8067,0.5,53.7,0,0
Poi però la situazione è precipitata,Allora la situazione è precipitata,66.6667,0.7938,0.6667,66.9,0,0
Nessuno è stato in grado di stabilire se si siano presentate 20.000 o 30.000 persone,Neanche se si è in grado di stabilire se si sono presentate 20. 000 persone,17.8909,0.5699,0.5714,33.3,0,0
"Non devono pensare , altrimenti sono guai","Non dobbiamo pensare, altrimenti saranno guai",26.8939,0.3279,0.2,9.3,0,0
Perché il tuo compito non sarà facile,Questo compito non sarà facile,25.873,0.6356,0.4444,32.6,0,0
"Si passa , quindi , alla votazione degli emendamenti all' articolo 3",Si passa quindi alla votazione degli emendamenti relativi all'articolo 3,38.9749,0.6724,0.6667,32.5,0,0
Si ringrazia per l' attenzione e si inviano cordiali saluti,Si ringrazia per l'attenzione e si inviano cordiali saluti,23.3796,0.2581,0.3529,10.6,0,0
E non sarebbe una differenza di poco conto,La differenza non è di poco conto,46.1869,0.8036,0.4,27.8,0,0
Forse sarebbe la stessa cosa,è proprio la stessa cosa,70.8333,0.75,0.6667,39.8,0,0
"La Commissione prosegue l' esame , rinviato da ultimo nella seduta del 26 novembre 2003",La Commissione prosegue l'esame rinviato nella seduta del 26 novembre 2003,44.5304,0.6448,0.8182,29.0,0,0
"Era solo una bambina , dopo tutto",Era solo una bambina bambina,53.8889,0.6313,0.5,42.7,0,0
Mi sarebbe veramente di aiuto,Mi è stata di grande aiuto,76.3107,0.6464,0.2222,29.1,0,0
"Il bilancio consuntivo è costituito dalla relazione sulla gestione , lo stato patrimoniale , il conto economico e la nota integrativa","Il bilancio consuntivo è costituito dalla relazione sulla gestione, lo stato patrimoniale, il conto economico e la nota integrativa",70.1576,0.8821,0.8,74.2,0,0
"La passera di mare è caratterizzata da una pelle liscia e marrone, da macchie rosse e da una cresta ossea dietro gli occhi","La passera di mare è caratterizzata da una pelle bianca, marrone e chiara, da una cresta bianca dietro gli occhi",21.7038,0.7231,0.5641,47.3,0,0
Nessuno ha detto il contrario,nessuno ha detto il contrario,46.2963,0.75,0.5,23.6,0,0
E questo probabilmente non è un bene,E non è un bene,100.0,0.996,1.0,100.0,0,0
Ti ringrazio anticipatamente della risposta,Ti ringrazio per la tua risposta,55.754,0.5011,0.2222,18.0,0,0
Dov' è il trucco,Dove è allora il trucco,100.0,0.996,1.0,100.0,0,0
E come può fare questo,E come può fare questo,50.463,0.5515,0.4444,35.0,0,0
Non mi tornano i conti,Altrimenti i conti non tornano,66.6667,0.535,0.2222,20.8,0,0
"Saulchery è un comune del dipartimento dell'Aisne, in Piccardia, nel nord della Francia","Saulyy è un comune. Si trova nella regione Picardie, nel dipartimento dell'Aisne, nel nord della Francia",89.5738,0.9473,0.9333,94.3,0,0
"Dichiara , quindi , conclusa la seduta",Dichiara quindi conclusa la seduta,100.0,0.996,1.0,100.0,0,0
Per ora sono limitati a due combinazioni di colori e possono cantare tre nuove canzoni e ballare,Sono limitati a due combinazioni di colori e possono cantare tre canzoni diverse,25.6174,0.7095,0.7143,55.4,0,0
"Rinvia , pertanto , ad altra seduta il seguito della discussione",Rinvia quindi il seguito della discussione ad altra seduta,66.1111,0.7687,0.625,29.8,0,0
Anche questo è un effetto della globalizzazione,Questo è un effetto della globalizzazione,50.4924,0.7014,0.5,38.0,0,0
"Com' è la situazione , oggi",ed ora com'è la situazione,27.7778,0.8164,0.5714,21.4,0,0
Non è una novità irrilevante,Non è una novità assoluta,83.3333,0.6468,0.75,44.8,0,0
Adesso il tempo è finito,Il tempo debito è finita,25.1984,0.5111,0.3333,12.7,0,0
Ne varrebbe davvero la pena,Ma ne varrà davvero la pena,73.6111,0.8067,0.6,38.0,0,0
Me l' ha fatto un mio amico,Così ho fatto un mio amico,25.0,0.0,0.0,4.1,0,0
Questo è il punto cruciale,Questo è il vero punto critico,28.2407,0.3922,0.2857,9.7,0,0
"C' è una differenza , anche se sottile",C'è una sottile ma sostanziale differenza,43.1944,0.9498,0.5,18.0,0,0
Questo non è una novità,Quest'ultima non è una novità assoluta,80.0,0.6385,1.0,64.3,0,0
piano piano non c' è fretta,Non c'era alcuna fretta,59.1667,0.4406,1.0,27.5,0,0
Alcuni sono persino in buona fede,Magari sono anche in buona fede,66.6667,0.7353,0.4444,30.2,0,0
"Montchâlons è un comune del dipartimento dell'Aisne, in Piccardia, nel nord della Francia","Montchâl è un comune. Si trova nella regione Picardie, nel dipartimento dell'Aisne, nel nord della Francia",89.5738,0.9473,0.875,94.3,0,0
"Le relative deliberazioni sono adottate , a maggioranza dei presenti",Le deliberazioni vengono adottate a maggioranza dei presenti,71.6162,0.8919,0.8,67.5,0,0
Avviene ( ovviamente ) esattamente il contrario,"Anzi, avviene esattamente il contrario",76.6667,0.7782,0.75,50.8,0,0
Ma cosa gli può essere successo,Ma che cosa può essere successo,94.0741,0.9765,0.8889,50.8,0,0
Ed è un errore,Ed è un grande errore,100.0,0.996,1.0,100.0,0,0
"Almeno , questa è la mia convinzione",è questa la mia personale convinzione,57.8241,0.526,0.0,19.3,0,0
"Chissà , i presupposti ci sono tutti",Ci sono tutti i presupposti,100.0,0.996,1.0,100.0,0,0
"Purtroppo , però , le cose stanno in modo diverso",Purtroppo le cose stanno in modo diverso,61.3095,0.7577,0.7692,70.1,0,0
"Il risultato , comunque , è sotto gli occhi di tutti",I risultati sono sotto i nostri occhi,36.3591,0.4227,0.2857,14.8,0,0
"Un film , comunque , da vedere",un film da vedere comunque,79.6296,0.7938,0.75,66.9,0,0
Che è stata un successo,È stato certamente un successo,100.0,0.996,1.0,100.0,0,0
Ha sostituito i segnapunti ambulanti con volontari dotati di laser - ne servono circa 350 per ogni evento - per misurare i drive roboanti di Bubba Watson e i birdie in tap-in di Tiger Woods,"Ha sostituito i marcatori. Circa 350 volontari dotati di laser misurano i colpi dei giocatori di golf, come i birdie di Tiger Woods",55.4316,0.6689,0.4737,28.9,0,0
E questo è molto grave,Tutto questo è molto grave,47.1429,0.4331,0.3333,23.0,0,0
questo s' è proprio montato la testa,c'è una testa strana,50.0,0.1282,0.0,5.9,0,0
Questa è una storia molto più lunga,Questa è una lunga storia,65.7407,0.75,0.3333,42.7,0,0
Questo è un dilemma ora,Ma è un mio diletto,50.0,0.1695,0.0,10.4,0,0
La risposta è semplice : SI,La risposta è abbastanza semplice,49.3056,0.5111,0.0,23.6,0,0
"Beh , questo è un altro discorso",È tutto un altro discorso,35.1852,0.6356,0.5714,32.6,0,0
L' emendamento è stato respinto,Quindi l'emendamento deve essere respinto,31.8056,0.0847,0.25,10.7,0,0
La questione è tutta qui,E la questione è proprio tutta qui,62.9167,0.4827,0.25,13.1,0,0
"Non c’è modo di diventare più intimi, ecco il punto",Non c ’ è un modo di diventare amici,45.0,0.2083,0.0,4.8,0,0
"L' emendamento 4.2 , posto ai voti , è respinto",Posto ai voti l'emendamento 10. 2 è respinto,58.5317,0.5378,0.4286,22.3,0,0
Mi trovo molto molto bene,Mi sono trovato molto bene,95.8333,0.996,1.0,100.0,0,0
"È una pianta erbacea , alta da 10 a 40 cm",È una pianta alta da 10 cm fino a 40 m,100.0,0.9996,1.0,100.0,0,0
Qual è esattamente il suo parere,Ma qual è il suo parere,74.9074,0.9765,0.5714,50.8,0,0
"Un problema , però , c' è",C'è però qualche piccolo problema pratico,43.75,0.4688,0.0,6.9,0,0
e dove sarebbe il problema,E dunque qual è il problema,45.8333,0.0,0.0,4.1,0,0
Ce ne sono tanti sotto gli occhi di tutti,È stato sotto gli occhi di tutti,100.0,0.9985,1.0,100.0,0,0
"L' orario giornaliero di lavoro sarà esposto in apposita tabella , da affigger- si secondo le norme di legge",L'orario invernale di lavoro sarà esposizione in apposita tabella di legge da affittere secondo le norme di legge,54.388,0.4571,0.3529,24.6,0,0
"Muore a Napoli , nel 1704",Morì a Napoli nel 1704,63.1019,0.7938,0.75,66.9,0,0
"A partire dalla pubblicazione iniziale di XML 1.0, sono state sviluppate numerose specifiche strettamente correlate a XML. Spesso il termine `` XML'' viene usato per riferirsi a XML insieme a una o più di queste altre tecnologie che sono state considerate parte del nucleo di XML","A partire dalla pubblicazione originale di XML 1. 0, sono state create tre serie di strettamente correlate a XMPP. Ogni parola può essere usata per indicare un numero di informazioni che sono state considerate parte del nucleo di Xml",34.0211,0.1429,0.0,1.0,0,0
Resterà in carcere fino al 1991,In carcere restano in 1972,83.75,0.7938,0.75,66.9,0,0
"Conseguentemente , all' articolo 5 , sostituire il comma 2 con il seguente : « 2",All'articolo 5 : il comma 2 è sostituito dal seguente : « 2,43.9759,0.5516,0.3158,16.7,0,0
"Nessuno altro chiedendo di intervenire , la Commissione approva la proposta del relatore","Nessun altro chiedendo di intervenire, la Commissione approva la proposta del relatore",50.5728,0.8893,0.8571,57.8,0,0
"La Commissione prosegue l' esame congiunto , rinviato nella seduta del 7 ottobre 2004",La Commissione prosegue l'esame rinviato da ultimo nella seduta del 7 ottobre 2004,44.7079,0.7588,0.8333,49.7,0,0
Quindi effettivamente questo è un grande problema,Questo è un grande problema,50.463,0.6356,0.2857,19.4,0,0
Alcune poesie sono state pubblicate in antologie,Alcune poesie sono state pubblicate in antologia,36.7063,0.5646,0.3077,16.1,0,0
La realtà è però estremamente più complessa,La realtà è più complessa,85.5556,0.8441,0.8571,54.8,0,0
"Potrebbe , ma la realtà è un' altra",La realtà purtroppo è un'altra,44.5833,0.3758,0.5,19.4,0,0
è stata aperta un' inchiesta,Un'altra inchiesta è stata aperta,67.4074,0.5836,1.0,54.8,0,0
Per ulteriori informazioni consultare il sito,Per ulteriori informazioni si può consultare il sito,66.6667,0.8294,0.6154,34.6,0,0
"Ha 12 anni , forse , meno","Ha 12 anni, forse più recente",62.5,0.9577,0.75,61.5,0,0
"L'indianizzazione fu ritenuta un vero e proprio processo di civilizzazione, in cui i popoli locali erano grossomodo recipienti passivi, oltre che dai teorici della ""Grande India"", come Majumdar (che formularono ipotesi di evangelizzazione su larga scala da parte di bramini o colonizzazione vera e propria da parte di gruppi di indiani, della casta dei mercanti o dei guerrieri), dalla generazione di studiosi che si occuparono della decifrazione delle culture del sudest asiatico in epoca coloniale, come Coedès, autore di Les états hindouisés d'Indochine et d'Indonésie, e nelle sintesi di lavori precedenti come la monumentale A history of Southeast Asia di D.G.E.Hall. Il concetto venne sottoposto a una revisione critica nei decenni successivi da autori come Mabbett, che indicò anche l'opportunità di evitare la percezione della cultura indiana come un monolite omogeneo che gli appariva caratteristica dei sanscritisti","L'indianizzazione della cultura indiana fu considerata un'autorità di civilizzazione, in cui i popoli che si stavano muovendo velocemente, erano grosso modo legati ai teorici della cultura Indiano. Il concetto di "" Neppure "" era portato a lungo da altri paesi, come l'India occidentale",6.554,0.1383,0.1257,2.3,0,0
Però faccio solo un' ipotesi,Ma facciamo un'ipotesi,42.9167,0.0,0.2857,0.0,0,0
Non esiste una terapia risolutiva,Non esiste una sola terapia sintomatica,54.3651,0.5011,0.2222,18.0,0,0
E questo potrebbe essere un segnale importante,Questo era un cattivo segnale,37.9167,0.2542,0.0,10.4,0,0
"Il 30 luglio seguente fa il suo esordio con la maglia degli Hammers, nel terzo turno preliminare di Europa League contro i rumeni dell'Astra Giurgiu, rendendosi suo malgrado protagonista dell'autogol che vale il 2-2 finale","Il 30 luglio seguente fa la parte degli Hamburg, nel terzo turno preliminare di Europa League contro i rumeni dell'Astra Giurgi, rendendone il secondo turno dell'assist che vale il 2 - 2",30.7977,0.6202,0.5672,52.4,0,0
Questa è una delle domande,Questa è una domanda più difficile,76.1905,0.5752,0.4444,43.0,0,0
Sono laureata in Lingue e Letterature Straniere ( inglese / francese,"Sono laureata in Lingue e Letterature Straniere ( inglese, francese e francese",66.2281,0.8893,0.7368,66.5,0,0
Non ne ho proprio idea,Non ne ho proprio la minima idea,69.6296,0.9654,0.7273,41.1,0,0
E questo non è un film,Non è un film recente,55.5556,0.6356,0.5714,38.7,0,0
"La Commissione prosegue l' esame congiunto , rinviato nella seduta del 15 luglio 2004",La Commissione prosegue l'esame rinviato nella seduta dell'15 luglio 2004,34.0332,0.5727,0.6957,22.1,0,0
Insomma non è tutto oro quello che luccica,Non è tutto oro quello che luccica,43.4066,0.5397,0.3636,14.3,0,0
"Beh , è proprio un bel risultato",Ed è un bellissimo risultato,44.6627,0.4331,0.0,19.4,0,0
Spese del presente grado di giudizio compensate,Le spese del presente grado di giudizio possono essere compensate,77.1429,0.8723,0.7059,66.1,0,0
Quali sono i passi ulteriori,Quali sono i passi successivi,33.3333,0.0,0.0,5.3,0,0
"Per il resto , non saprei",Per il resto non so,76.6667,0.6727,0.6667,54.8,0,0
Non era una messa in scena,Non è una messa in scena,100.0,0.9977,1.0,100.0,0,0
Spero di aver fatto un pò di chiarezza,Spero di fare un pò di chiarezza,20.1209,0.2885,0.2,14.5,0,0
"Circa 12000 anni fa la temperatura del pianeta ricominciò ad alzarsi, i ghiacci iniziarono a sciogliersi, le piogge ripresero a cadere: finiva l’Era glaciale e aveva inizio l’Era temperata, nella quale viviamo ancora oggi","Circa 1200 anni fa la temperatura del pianeta tornò ad alzarsi, i ghiacci iniziarono a cadere, le piogge iniziano a cadere per terra",31.3577,0.2374,0.1176,6.6,0,0
Nel 2004 è stato nominato Ambasciatore di grado,Nel 2004 è stato nominato Amnesico di gradimento,33.8889,0.3945,0.1538,13.1,0,0
Per maggiori informazioni visitate la pagina,Per maggiori informazioni visitare la pagina,77.9365,0.8535,1.0,43.0,0,0
Mi sono persa un passaggio,mi sono persa qualche passaggio,63.254,0.75,0.5,23.6,0,0
I risultati sono : 1,I risultati sono stati 1,51.5741,0.6356,0.5,35.0,0,0
C' è però una complicazione,Ma è una complicazione in più,55.6151,0.4574,0.0,19.3,0,0
Non dobbiamo far- ci illusioni,Non dobbiamo far - ci soverchie illusioni,21.2963,0.5174,0.6,15.6,0,0
Perché le cose non ti vanno bene,Perché le cose non andavano bene,46.9444,0.4907,0.4,30.2,0,0
Sono stati piantati in alcuni luoghi per abbassare la falda freatica e ridurre la salinizzazione del suolo,Sono stati piantati in alcuni luoghi per abbassare la falda fremitiva e ridurre la saliva del suolo,44.4577,0.6902,0.6471,56.0,0,0
Questo è un altro discorso,Quesot è un altro discorso,35.4167,0.3758,0.0,15.8,0,0
"articolo , inserire il seguente : « Art",Dopo l'articolo 75 è inserito il seguente : Art,28.3225,0.413,0.5714,18.0,0,0
Non sarebbe una brutta idea,Non è solo una bella idea,71.8519,0.6189,0.0,19.3,0,0
"Le cose , naturalmente , non stanno così",Ma fortunatamente le cose non stanno solo così,61.7791,0.7806,0.5,36.6,0,0
Questo è un buon segno,Ed è un buon segno,100.0,0.996,1.0,100.0,0,0
"I problemi , tuttavia , sono molti","Tuttavia, vi sono alcuni problemi",45.1587,0.098,0.0,8.1,0,0
Questo sarebbe un falso problema,Questo è il grande problema,67.6389,0.5111,0.0,23.6,0,0
Quindi non posso dar- le una risposta neanche su questo,Non posso dare una risposta,100.0,0.996,1.0,100.0,0,0
Allora non sono il solo,Ma non sono il solo,52.1429,0.6356,0.4444,24.7,0,0
"Thrymr ha un diametro di circa 5,6 chilometri e orbita attorno a Saturno a una distanza media di 20.810 Mm in 1120,809 giorni, con un'inclinazione di 175 rispetto all'eclittica, in direzione retrograda e con un'eccentricità di 0,453","Thym ha un diametro di circa 5, 6 chilometri e orbita attorno a Saturno a una distanza media di 20. 810. 000 km in grado di misurare velocità media di gravità fino all'eclittica e con un'eccentricità di 0, 453",35.0157,0.633,0.675,28.5,0,0
Quindi non facciamo- ci illusioni,Ma non dobbiamo comunque far - ci troppe illusioni,79.2063,0.8179,0.7692,29.8,0,0
Perchè la mia risposta è sempre la stessa,La risposta è stata sempre la stessa,61.455,0.9308,0.5,30.7,0,0
Ma questo non è un film,Ma non è un film,54.6296,0.6356,0.5714,23.0,0,0
è un' occasione che non possiamo perdere,è un'occasione da non perdere,52.4008,0.5515,1.0,35.0,0,0
Questa è una brutta storia,È una storia vecchia,52.9762,0.6009,0.4,24.9,0,0
Vi ringrazio per la disponibilità e vi porgo cordiali saluti,La ringrazio per la sua disponibilità e le porgo cordiali saluti,62.4074,0.5651,0.4,18.4,0,0
Più chiaro di così non si può essere,Più squallida di così non può essere,34.2063,0.6371,0.3333,27.8,0,0
"9 ] Quando di notte cadeva la rugiada sul campo , cadeva anche la manna","9 Quando di notte cadeva la rugia sul campo, cadde anche la manna",40.5482,0.6065,0.32,19.0,0,0
"Insomma , siamo proprio alla frutta","Caro jack, siamo alla frutta",100.0,0.9977,1.0,100.0,0,0
Qui c' è un' occasione da non perdere,È veramente un'occasione da non perdere,28.9286,0.5435,0.8889,30.2,0,0
Forse la bambina può ancora essere salvata,Forse la bambina può essere salva,40.873,0.3676,0.2222,16.2,0,0
"Sarà un caso , o forse no",Può essere solo un caso,60.5556,0.3178,0.2857,17.5,0,0
Glielo dice un bambino che c' era,Mi dice un bambino che c'era,37.3611,0.3276,0.3636,15.2,0,0
"Ma non è tutto rose e fiori , naturalmente","Naturalmente, non sono tutte rose e fiori",70.1389,0.9736,0.8333,54.1,0,0
"Propone , infine , di esprimere parere non ostativo sui restanti emendamenti",Sui restanti emendamenti propone di esprimere un parere non ostativo,76.7514,0.996,0.8889,58.1,0,0
