Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
e questo è il risultato,e il risultato e stato questo,42.1296,0.5391,0.2,17.3,0,0
dire la verità però senz altro,dire la verita e proprio altra,47.0833,0.119,0.0,8.1,0,0
nel 1979 petr shelokhonov ha ricevuto il titolo di attore d' onore della russia,nel 1979 petr shelokhon e stato nominato all'oscar,7.9108,0.1399,0.1,5.9,0,0
anche questa mi sembra una cosa buona,mi sembra una buona cosa,100.0,0.996,1.0,100.0,0,0
poi c è un problema scientifico più generale,ma c e un problema nuovo,45.9921,0.098,0.0,8.1,0,0
simo urlò a ida di tornare indietro ma lei si lanciò nell’ acqua ghiacciata ricordando tutte le volte in cui aveva vinto gare di nuoto,simo urlo a ida di tornare indietro ma lei si lancio nell ’ acqua ghiacciato dopo tutte le volte in cui aveva vinto,41.1269,0.6964,0.6087,49.7,0,0
non so più che fare,non so piu che fare,40.463,0.5515,0.4,20.3,0,0
che è ancora tutto da verificare,tutto cio e ancora da verificare,45.1389,0.5011,0.25,18.0,0,0
un litro di sangue umano contiene circa sei miliardi di fagociti,un litro di sangue umano e circa 6 miliardi di fagociti,46.1487,0.803,0.6,48.3,0,0
qual è il punto allora,e allora qual e il punto,37.963,0.7433,0.6667,38.0,0,0
la viola d' amore di solito ha sei o sette corde che suonano che sono suonate disegnando un arco su di loro proprio come con un violino,viol d'amore di solito hanno sei o sette corde che suonano musica usando il violino,26.9602,0.3012,0.3158,11.5,0,0
beh non vedo cosa c è di male,non vedo cosa di male,23.4722,0.6286,0.6,27.4,0,0
nei tempi moderni le acque sono utilizzate dal 70 al 90 per cento per scopi umani e il flusso è molto ridotto,nei tempi moderni le acque sono utilizzate dal 70 e il flusso e molto ridotto,28.0449,0.3932,0.25,13.0,0,0
la bmw serie 3 è una vettura esecutiva compatta prodotta dalla casa automobilistica tedesca bmw dal maggio 1975 successore della bmw new class è stata prodotta in cinque diverse generazioni e in non meno di cinque diversi stili di carrozzeria,la bmw 3 e una vettura prodotta dalla bmw dal maggio 1975,41.3064,0.6327,0.3,17.8,0,0
l' etichetta discografica spinefarm si interessò alla band allora e fece un contratto producendo l' album midnattens widunder come risultato,l'etichetta discografica spinefarm si interesso alla band per formare la band midnattens widunder,43.1351,0.4013,0.2667,11.9,0,0
le sue case più antiche sono di aspetto molto italiano mentre i suoi edifici più importanti risalgono al 17 ° secolo e sono dovuti alla generosità di un singolo membro della famiglia stockalper locale,le sue case piu antiche sono in aspetto molto italiano mentre i suoi edifici piu importanti sono stati costruiti nel 17 ° secolo e sono stati dati al gruppo stockalper locale,38.3071,0.5354,0.3158,18.3,0,0
questo è un gruppo unito,questo e un gruppo unito,13.75,0.4331,0.25,19.4,0,0
la corrente aveva una grande forza e proprio quando i bambini pensarono che tonio battaglia sarebbe stato trasportato via lontano da loro sentirono lo strattone di tonio che afferrava la corda e tutti insieme lo tirarono fuori,quando i bambini pensarono che tonio battaglia avrebbe portato via la corda e tutti insieme lo tirarono fuori dalla corda,59.6613,0.5433,0.5532,39.2,0,0
genouilleux è un comune francese situato nel dipartimento di ain,genouilleux e un comune,38.0952,0.6389,0.4,35.4,0,0
mentre allentown non era grande come la vicina betlemme all' epoca l' industria del ferro locale che comprendeva la allentown iron company e gli allentown rolling mills impiegava la maggior parte della forza lavoro di allentown,allentown e una citta degli stati uniti d'america,26.471,0.0186,0.0,0.5,0,0
però ti devo dire una cosa,una cosa devo comunque dire,100.0,0.996,1.0,100.0,0,0
nel 1845 si unì agli stati uniti come 28 ° stato,nel 1845 divenne un 28 ° stato degli stati uniti,72.3016,0.7789,0.5,29.8,0,0
la capsaicina è presente in grandi quantità nel tessuto placentare nelle membrane interne e in misura minore nelle altre parti carnose dei frutti delle piante del genere capsicum contrariamente alla credenza popolare i semi stessi non producono alcuna capsaicina sebbene la più alta concentrazione di capsaicina si possa trovare nel pito bianco intorno ai semi,la capsaicina e una sostanza chimica,51.7604,0.0476,0.0,3.5,0,0
il 16 marzo 2006 sony computer entertainment japan ha rilasciato uno speciale pacchetto di final fantasy xii che conteneva un sistema di gioco playstation 2 il gioco final fantasy xii un controller dualshock standard e un supporto per console verticale il produttore di terze parti giapponese hori ha anche rilasciato le schede di memoria final fantasy xii il giorno del rilascio del gioco sono inclusi gli adesivi dei personaggi di final fantasy xii,final fantasy xii e un videogioco di ruolo fantasy,77.8991,0.6784,0.6667,42.8,0,0
di chi sarebbe la colpa,di chi sono le colpe maggiori,100.0,0.9977,1.0,100.0,0,0
l' edizione finale è stato notevolmente ampliato nella misura in cui calvino si riferiva ad esso come un nuovo lavoro,l'edizione finale e stata notevolmente ampliata nella misura in cui calvino si riferiva ad esso come un nuovo lavoro,34.4841,0.1712,0.1212,7.5,0,0
i romani montarono due assedi di capua che caddero nel 211 a.c. e i romani completarono la loro conquista di siracusa e la distruzione di un esercito cartaginese in sicilia,i romani montarono due assedi di capua che caddero nel 211 a. c. e i romani completarono la loro conquista di siracusa e la distruzione di un esercito cartaginese in sicilia,47.2192,0.4376,0.3137,25.0,0,0
courtedoux è un comune del canton giura in svizzera situato nel distretto di porrentruy,courtedoux e un comune svizzero del distretto di porrentruy,31.4782,0.5037,0.4211,23.7,0,0
walter smith gus macpherson e jim jefferies hanno espresso la loro disapprovazione della politica,walter smith e un politico americano,24.0482,0.2078,0.1176,5.6,0,0
questa è la mia idea,e solo la mia idea,79.3651,0.7938,0.8571,66.9,0,0
chi è l uomo più ricco del mondo,e veramente l uomo piu ricco e potente del mondo,52.5244,0.7938,0.7059,52.5,0,0
in attesa di una vostra risposta già da ora vi ringrazio,in attesa di una risposta ringrazio,100.0,0.9977,1.0,100.0,0,0
la lotta tra il papato e il concilio di basilea continuò per tutto il 1430 ed evidentemente dufay si rese conto che la sua posizione poteva essere minacciata dal conflitto in espansione soprattutto dal momento che papa eugenio fu deposto nel 1439 dal concilio e sostituito dallo stesso duca amédée di savoia come papa felice v. in questo momento dufay tornò nella sua patria arrivando a cambrai entro dicembre di quell' anno,il papa era molto arrabbiato perche dufay torno in europa e lascio che papa potesse essere papa felice dal concilio e sostituito dal concilio originale,34.7149,0.1119,0.04,3.7,0,0
il più grande progetto di regen era un cosiddetto laboratorio geobiologico un grande terrario in cui studiava su larga scala,il piu grande progetto di regen era un cosiddetto laboratorio geobiologico un grande terrario in cui studiava su larga scala,13.1838,0.4552,0.2778,22.5,0,0
non si tratta assolutamente della stessa cosa,non si tratta di poca cosa,100.0,0.9977,1.0,100.0,0,0
riverside è il capoluogo della contea di riverside e prende il nome dalla sua posizione accanto al fiume santa ana,riverside e una citta della contea di riverside in inghilterra,45.2778,0.5437,0.4286,26.3,0,0
nel 1961 gordy aveva nominato robinson vicepresidente della motown records un titolo robinson tenuto per tutto il tempo che gordy rimase con la società,gordy gordy e un cantante robinson,62.0449,0.0737,0.0,0.1,0,0
angeln moderno noto anche come anglia è una penisola nel sud schleswig nel nord schleswig-holstein in germania sporgente nella baia di kiel,angeln e una penisola nel sud schleswig - holstein in germania,39.3801,0.4848,0.4706,11.2,0,0
il ricorso deve essere conseguentemente respinto perché infondato,il ricorso deve essere pertanto respinto,44.798,0.5718,0.3636,17.4,0,0
le forze armate del popolo sudanese sono le forze regolari della repubblica del sudan ed è divisa in cinque rami l' esercito sudanese la marina sudanese l aeronautica sudanese la pattuglia di frontiera e la forza di difesa popolare per un totale di circa 200.000 soldati,le forze armate del sudan del sudan sono le forze di polizia sudanesi,37.7526,0.1995,0.1053,6.2,0,0
hazel è stato inserito in una serie di liste dei più grandi chitarristi di tutti i tempi aveva 43 anni nella lista dei 100 più grandi chitarristi di tutti i tempi della rivista rolling stone ed è stato classificato a 88 in una lista simile da uncut magazine,hazel e stato aggiunto alla lista dei 100 piu grandi chitarristi di tutti i tempi classificandosi a 888 nelle classifiche dei 100,39.8789,0.3289,0.1579,12.4,0,0
gobind singh è stato il guru finale in forma umana,gobind singh e stato il guru finale in forma di buddha,38.1251,0.1621,0.0556,2.1,0,0
anche qui abbiamo l imbarazzo della scelta,c e il vero e proprio imbarazzo della scelta,44.3651,0.5453,0.3333,17.7,0,0
in occidente l aggettivo non è comunemente aggiunto ma fa parte di un titolo ufficiale di due sedi così come roma il vescovato di magonza che era anche di rango elettorale e primaziale porta il titolo di   la santa sede di magonza,in occidente l'aggettivo non e comunemente usato ma fa parte di un titolo ufficiale di due sedi cosi come roma ilvescovato di magonza e primaziale porta del titolo di santa sede di faunza,27.6764,0.2587,0.1515,9.6,0,0
pureland origami è origami con la restrizione che solo una piega può essere fatto alla volta pieghe più complesse come pieghe inverse non sono ammessi e tutte le pieghe hanno posizioni semplici,pureland origami e un'arte,48.6962,0.0413,0.0,1.7,0,0
ci fu un centinaio di morti,ci furono un centinaio di morti,55.9722,0.7353,0.4444,32.5,0,0
la bronchite è l' infiammazione delle mucose dei bronchi le vie aeree che trasportano il flusso d' aria dalla trachea nei polmoni,la bronchite e una condizione medica quando i bronchi si infiammano e portano via l'aria dai polmoni,48.1944,0.2871,0.0909,5.1,0,0
è proprio qui forse la chiave della vicenda,e questa la chiave della vicenda,36.25,0.1724,0.1667,10.9,0,0
mi sembra la cosa più ragionevole,la cosa mi sembra abbastanza assurda,78.0952,0.7782,0.6667,50.8,0,0
la moda è moda certo,la moda e la moda,44.6429,0.75,0.5714,30.2,0,0
varie reti e tecnologie irc implementate fino ad oggi,varie reti e tecnologie irc implementate fino ad oggi,49.8843,0.7472,0.5,31.0,0,0
questa è una cosa estremamente grave,e una cosa estremamente grave,32.6389,0.5889,0.5714,39.8,0,0
ma il problema è un altro,anche l alcol e un problema,67.6984,0.8067,0.6667,38.0,0,0
è il primo passo,e solo il primo passo,75.1984,0.7938,0.8571,66.9,0,0
invece accade esattamente il contrario,ora accade esattamente il contrario,43.0556,0.375,0.25,21.4,0,0
albertshofen è un comune della baviera in germania situato nel distretto di kitzingen,albertshofen e un comune dell'alta baviera in germania situato nel distretto rurale di kitzingen,27.4747,0.4237,0.1481,8.9,0,0
nello stesso anno le città greche in sicilia furono indotte a ribellarsi contro il controllo politico romano mentre il re macedone filippo v promise il suo sostegno ad annibale dando così inizio alla prima guerra macedone contro roma,nel anno ii il re macedone filippo v promise di ribelle contro annibale,43.7464,0.3868,0.3077,27.0,0,0
e anche questa è novità non da poco,non e questo certo una novita,24.9206,0.1449,0.0,8.2,0,0
e soprattutto è per gli uomini,e soprattutto gli uomini forti,38.8889,0.0,0.0,5.3,0,0
frederico chaves guedes soprannominato fred è un calciatore brasiliano che gioca come attaccante per il club brasiliano fluminense,frederico chaves e un calciatore brasiliano gioca per fluminense,60.0679,0.8018,0.75,59.1,0,0
quando la linea dei conti di ginevra si estinse nel 1394 e la casa di savoia entrò in possesso del loro territorio assumendo dopo il 1416 il titolo di duca la nuova dinastia cercò con ogni mezzo di portare la città di ginevra sotto il loro potere in particolare elevando i membri della propria famiglia alla sede episcopale,quando la linea dei conti di ginevra si estinse nel 1394 la casa di savoia entro in possesso del loro territorio assunto dopo il 1396 il titolo di duca la nuova dinastia cerco di portare la citta nella sede apostolica,30.1202,0.192,0.1609,8.9,0,0
ma ci sono anche altri aspetti,ma ci sono altri aspetti,44.4444,0.0847,0.0,8.7,0,0
quello è stato un regalo,era stato un tuo regalo,100.0,0.996,1.0,100.0,0,0
e ancora proprio questo è il punto,questo e il vero punto,47.2222,0.1695,0.0,10.4,0,0
questo è l indirizzo di posta elettronica scandali @capital.it,questo e il tuo indirizzo di posta elettronica,38.5218,0.4939,0.4,22.2,0,0
dove si possono reperire informazioni,dove posso trovare piu informazioni,62.2222,0.2,0.0,12.7,0,0
ringraziando per la cortese collaborazione si inviano distinti saluti,nel ringraziar - si per la collaborazione si inviano distinti saluti,78.75,0.9729,0.7059,59.0,0,0
spero di essere stata chiara,spero vivamente di essere stata chiara,65.7407,0.7782,0.6667,50.8,0,0
ma la questione è un altra,mala questione e un altra,40.4762,0.75,0.5714,30.2,0,0
la risposta è difficile,la risposta e ovviamente difficile,37.6984,0.5111,0.2857,23.6,0,0
un saluto a tutti sgtpepper titolo re come funzionano i girotondi,un saluto sgtpepper titolo re come funzionano i girotondi,100.0,0.9993,1.0,100.0,0,0
segnò il passaggio da una monarchia costituzionale la restaurazione borbonica a un altro la monarchia di luglio il passaggio del potere dalla casa di borbone al suo ramo cadetto la casa di orléans e la sostituzione del principio di sovranità popolare per diritto ereditario,fu il passaggio del potere dalla casa di borbone al suo ramo cadetto la monarchia di luglio il successivo la casa di orleans divenne un ramo principesco,44.9906,0.3656,0.28,19.6,0,0
la domanda è ancora di interessante attualità,la domanda e di attualita,44.4841,0.375,0.2857,21.4,0,0
brouqueyran è un comune francese del dipartimento della gironda in aquitania,brouqueyran e un comune francese situato nella regione dell'aquitania nel dipartimento della gironda nel sud ovest della francia,65.0292,0.8054,0.9143,68.8,0,0
in particolare è l' ora standard della montagna quando si osserva l' ora standard e l' ora legale della montagna quando si osserva l' ora legale,in alcune parti del mondo la montagna standard viene utilizzata per calcolare l'ora standard per un'ora legale,41.5731,0.0467,0.1538,2.3,0,0
il golden horse film festival and awards è un festival cinematografico e una cerimonia di premiazione che si tiene ogni anno a taiwan dal 1962,il golden horse film and awards e un festival cinematografico che mostra il tipo di film,18.9384,0.3175,0.2553,8.6,0,0
gli amnioti si diffusero in tutto il mondo e divennero i vertebrati terrestri dominanti,gli amnioti si diffusero in tutto il mondo e divennero i vertebrati terrestri piu noti,37.7404,0.2242,0.0833,5.8,0,0
si rifiutò di permetterle di unirsi a olivier in orgoglio e pregiudizio e greer garson interpretò il ruolo che leigh aveva voluto per se stessa waterloo bridge avrebbe interpretato olivier e leigh tuttavia selznick sostituì olivier con robert taylor poi al culmine del suo successo come una delle stelle maschili più popolari di metro-goldwyn-mayer,si rifiuto di unirsi a olivier in nome di sua moglie olivier garson lascio olivier e la lascio,34.262,0.1235,0.0,2.6,0,0
la vita di taverner fu oggetto di taverner opera di peter maxwell davies,un tempo era il re di taverner il cui capo era peter maxwell davies,45.1058,0.123,0.0,3.7,0,0
nel 1920 smiltene ottenne i diritti di città nella repubblica lettone,nel 1920 smise di citta di citta lettone,39.0212,0.0862,0.0,4.0,0,0
non si va da nessuna parte,non potete andare da nessuna parte,79.1667,0.8067,0.6,53.7,0,0
è approvata anche l immediata esecutività,l immediata esecutivita e approvata,25.5952,0.3178,0.2222,17.5,0,0
ma all improvviso la situazione si è rovesciata,ma la situazione e rovesciata,58.3333,0.5111,0.2857,23.6,0,0
super smash bros è stato sviluppato da hal laboratory uno sviluppatore di seconda parte di nintendo durante il,super smash bros e un gioco di ruolo realizzato da hal laboratory e pubblicato da nintendo per la console nintendo entertainment system,46.5553,0.4649,0.2667,10.8,0,0
ma questa è solo un opinione,ma e solo una mia opinione,22.0833,0.25,0.0,10.7,0,0
la capitale del voivodato è la capitale nazionale varsavia,la sua capitale e varsavia,21.4286,0.2542,0.0,11.5,0,0
le caratteristiche che sono state attribuite ai levrieri includono pelliccia nera occhi rossi incandescenti o talvolta gialli incandescenti super forza o velocità caratteristiche fantasma o fantasma cattivo odore e talvolta anche la capacità di parlare,i levrieri hanno un aspetto simile a una pelliccia nera occhi gialli incandescenti super forza o velocita,40.4819,0.2821,0.2553,12.2,0,0
un molo di pietra di 30 metri è stato costruito dal lavoro dei condannati nel 1838 dove ora si trova gem pier,un molo di pietra di 30 metri e stato costruito dal lavoro dei condannati nel 1838,38.4683,0.4165,0.3125,17.2,0,0
prevedere se una cometa diventerà una grande cometa è notoriamente difficile poiché molti fattori possono far sì che la luminosità di una cometa si discosti drasticamente dalle previsioni in generale se una cometa ha un nucleo grande e attivo passerà vicino al sole e non è oscurata dal sole visto dalla terra quando al suo massimo splendore avrà la possibilità di diventare una grande cometa,se una cometa diventera una cometa il suo nucleo sara una cometa,46.8974,0.1786,0.1176,4.5,0,0
nel 1959 il vso si esibì per papa giovanni xxiii a città del vaticano fino al debutto del maestro wolfgang sawallisch,nel 1959 il vso fece un provino per papa giovanni xxiii a citta del vaticano fino a quando il maestro wolfgang sawallisch ha finito il suo debutto come solista,35.2631,0.6048,0.3415,17.7,0,0
i chipmunks e le chipette competono l' una contro l' altra in una battaglia delle bande,i chipmunks e le chipette competono in una battaglia tra le bande,39.0278,0.1282,0.08,6.3,0,0
nella parte superiore delle pagine dei libri memorizzati a è automaticamente incluso,nella parte superiore delle pagine i libri sono incluso incluso,23.8462,0.1181,0.0,4.1,0,0
ok il più è fatto,ma il piu e fatto,57.5198,0.5111,0.25,23.6,0,0
le ragioni sono essenzialmente tre,le ragioni principali sono due,72.4206,0.75,0.5,42.7,0,0
inizialmente l’ ares v lancerà la fase di partenza della terra e il lander lunare altair quando la nasa tornerà sulla luna che è attualmente prevista per il 2019 ma servirà anche come lanciatore principale per le missioni oltre il sistema terra-luna incluso l’ obiettivo finale del programma una missione con equipaggio su marte dopo il 2030,all'inizio dell'ares v lancera la terra e il landfall di terra vicino al sistema di lancio spaziale altair,23.8377,0.1341,0.1364,6.0,0,0
la commissione prosegue nell esame rinviato nella seduta di ieri,la commissione prosegue l esame rinviato nella seduta del ieri,86.6558,0.8783,0.8235,76.0,0,0
nelle prime stagioni chloe nasconde il fatto che lei è innamorata di clark anche se il sentimento non è ricambiato confessa i suoi veri sentimenti a clark nella seconda stagione di febbre mentre è malato ma chiama il nome di lana lang nel suo delirio i suoi sentimenti per clark intralciano il suo miglior giudizio mentre tradisce la sua fiducia nella seconda stagione e lo scambiano con lana lang,la serie parla di un uomo che e innamorato di kelly lang,53.4099,0.1786,0.0,4.5,0,0
mentre l' ipotesi che le pulsar fossero fari di civiltà extraterrestri non è mai stata seria alcuni hanno discusso le implicazioni di vasta portata se si è rivelata vera la loro pulsar è stata in seguito soprannominata cp 1919 ed è ora conosciuta da un certo numero di designatori tra cui psr 1919 +21 psr b1919 +21 e psr j1921 +2153,le pulsar erano originariamente fari di civilta extraterrestre,27.3627,0.0341,0.0377,0.1,0,0
rimarrà in carica fino al 2009,in questa carica rimase fino al 2009,100.0,0.9985,1.0,100.0,0,0
all articolo 12 il comma 1 è sostituito dal seguente 1,il comma 12 dell articolo 1 e sostituito con il seguente 1,74.0066,0.9139,0.8571,73.5,0,0
beechworth è una città storica ben conservata situata nel nord-est di victoria in australia famosa per la sua grande crescita durante i giorni di corsa all' oro della metà degli anni 1850,beechworth e una citta storica nel nord - est di victoria in australia,31.5507,0.2772,0.375,10.3,0,0
ma c è tanto da lavorare ancora,c e ancora molto da lavorare,40.8333,0.5011,0.25,18.0,0,0
le cascate del niagara sono cascate voluminose sul fiume niagara a cavallo del confine internazionale tra la provincia canadese dell' ontario e lo stato americano di new york,le cascate del niagara sono cascate sul fiume niagara,49.2453,0.2432,0.2941,5.2,0,0
ma evidentemente non è un caso,ma non e un caso,41.4352,0.535,0.25,20.8,0,0
quali sono i criteri di selezione,quali sono i criteri di quella selezione,73.6111,0.8757,0.7692,61.3,0,0
sono in corso delle indagini,alcune indagini sono ancora in corso,100.0,0.9977,1.0,100.0,0,0
qualcuno può aiutar- me per favore,potete aiutar - me per favore,51.5873,0.6189,0.5,19.3,0,0
all articolo 15 il comma 1 è sostituito dal seguente 1,il comma 15 dell articolo 1 e sostituito con il seguente 1,74.0066,0.9139,0.8571,73.5,0,0
heusenstamm è una città di oltre 18.000 abitanti nel distretto di offenbach nel regierungsbezirk di darmstadt in assia germania,heusenstamm e una citta del distretto rurale di offenbach nello stato dell'assia in germania,54.3954,0.6795,0.7407,46.8,0,0
gran parte delle informazioni sopravvissute sugli sciti proviene dallo storico greco erodoto nelle sue storie e ovidio nel suo poema di esilio epistulae ex ponto e archeologicamente dalla squisita opera d' oro trovata nei tumuli sepolcrali sciti in ucraina e russia meridionale,gran parte delle informazioni sopravvissute sugli sciti provengono dallo storico greco erodoto nel suo poema epistulae ex ponto e archeologia antica,37.3729,0.3544,0.3396,21.7,0,0
le riunioni sono valide qualora siano presenti almeno la metà più uno dei componenti,le sue riunioni sono valide quando sono presenti almeno la meta dei suoi componenti,71.8561,0.7488,0.64,48.4,0,0
in una riunione tenuta nella città di orša il generale franz halder prese in esame la situazione dell' intero fronte sovietico e sia il generale georg von sodenstern in rappresentanza per il gruppo di armate sud del feldmaresciallo von rundstedt che il generale kurt brennecke in rappresentanza del feldmaresciallo von leeb per il gruppo di grmate nord sostennero la necessità di interrompere l' offensiva e di schierare i gruppi di armate a difesa mentre il generale hans von greiffenberg in rappresentanza per il gruppo di armate centro del feldmaresciallo von bock si disse favorevole al tentativo di un nuovo attacco verso mosca sostenendo che la conquista della capitale oltre ad essere una necessità militare e psicologica avrebbe evitato il pericolo di lasciare l' iniziativa ai sovietici su un fronte molto ampio e con scarse forze di riserva alle spalle pur rimarcando tuttavia che la scarsità di mezzi di rifornimenti di equipaggimenti delle truppe la ristrettezza del tempo a disposizione prima che l' inverno facesse sentire tutto il suo rigore ed il pericolo rappresentato da un possibile contrattacco avrebbero dovuto indurre allo schieramento difensivo ma hitler insistette affinché fosse portato l' ultimo assalto a mosca ed il 13 novembre fu ordinata la ripresa dell' offensiva,in una riunione del 1789 il generale franz halder prese in considerazione la situazione dell'intero fronte sovietico von sodenstern che era il generale kurt brennecke in carica,5.2384,0.0793,0.1498,0.1,0,0
la sala da concerto fu costruita dalla gesellschaft der musikfreunde su un pezzo di terra dato dall' imperatore francesco giuseppe e fu aperta il 6 gennaio 1870,fu costruita dalla gesellschaft der musikfreunde su un pezzo di terra dato all'imperatore francesco giuseppe giuseppe e fu aperta il 6 gennaio 1870,24.4981,0.3538,0.2927,18.3,0,0
questa è una domanda complicata,e una domanda estremamente difficile,33.3333,0.2,0.0,12.7,0,0
dov è lo scandalo insomma,dov e allora lo scandalo,25.1984,0.5111,0.2857,23.6,0,0
per questo ha un grande successo,ha avuto un grande successo,83.5317,0.7938,0.75,66.9,0,0
qui però c è una concreta difficoltà economica pecuniaria,c e una grande difficolta economica,50.9425,0.1667,0.0,9.7,0,0
ma la delusione potrebbe essere veloce e amara,ma la delusione e stata facile,49.9008,0.3676,0.25,16.2,0,0
anche su questo non sono d accordo,su questo non possiamo essere d accordo,100.0,0.9985,1.0,100.0,0,0
questa capacità di creare un nuovo pianeta da zero è la ragione per cui i drej temevano il potenziale dell' umanità abbastanza da distruggere la terra,i drej volevano creare un nuovo pianeta da zero con il potenziale dell'umanita abbastanza da distruggere la terra troppo grande,36.5404,0.1578,0.0526,4.6,0,0
la risposta evidentemente è no,la risposta e stata no,69.6429,0.75,0.5714,30.2,0,0
ligabue è il nome del primo album musicale del cantante rock luciano ligabue pubblicato nel 1990,ligabue e il nome di un'album di claudio liga croe,10.203,0.1762,0.087,5.6,0,0
che cosa si potrebbe fare praticamente,che cosa si puo ancora fare,66.6667,0.7353,0.4444,32.5,0,0
questa sarebbe una grave perdita,questa e una perdita reale,68.75,0.5111,0.2857,23.6,0,0
all ultima domanda purtroppo non siamo in grado di rispondere,alla domanda non siamo proprio in grado di rispondere,66.687,0.6543,0.5,35.5,0,0
per le geisha over 30 il trucco bianco pesante viene indossato solo durante danze speciali che richiedono che lei indossi il trucco per la sua parte,le geisha possono indossare un trucco bianco quando sono in competizione con le altre donne,49.2261,0.1159,0.0444,2.0,0,0
robson ha rivelato il 6 maggio 2007 che gli era stato diagnosticato un cancro per la quinta volta,nel maggio 2007 robson ha detto che aveva un cancro al cervello,29.6972,0.3507,0.2609,13.4,0,0
uscita prevista entro la fine dell anno,uscita prevista per la fine dell anno,81.2169,0.7132,0.8571,54.8,0,0
drake josh è una sitcom americana che ha debuttato sulla rete televisiva nickelodeon l' 11 gennaio 2004 che segue le vite di due fratellastri drake parker e josh nichols entrambi gli attori avevano interpretato ruoli in the amanda show insieme a nancy sullivan che appare come madre di drake in drake josh,drake e una sitcom americana del 2004 drake e stata la voce di drake drake e josh,47.4032,0.0838,0.069,5.1,0,0
è certo solo un primo passo,e un primo passo significativo,80.754,0.7938,0.8571,66.9,0,0
sono un elettore,questo e stato un elettore,58.3333,0.2439,0.0,12.7,0,0
solo il sovrano concede l' appartenenza all' ordine lui o lei non è consigliato dal governo come accade con la maggior parte degli altri ordini,solo se il sovrano concede l'appartenenza all'ordine lui o lei non e raccomandato dal governo come accade con la maggior parte degli altri ordini,48.7879,0.8465,0.65,52.5,0,0
alcune specie di delfini affrontano un futuro incerto in particolare alcune specie di delfini di fiume come il delfino del rio delle amazzoni e il delfino del fiume gange e yangtze che sono in pericolo critico o grave,alcuni delfini di fiume come il delfino del rio delle amazzoni e il delfini del fiume gange sono in pericolo,34.3352,0.092,0.0417,2.6,0,0
bbc online è il marchio e la casa per il servizio online della bbc nel regno unito,bbc online gr e il marchio online della bbc,30.496,0.3906,0.2857,12.0,0,0
ma c è un punto ancora più importante,ma il punto principale e un altro,41.5079,0.3651,0.1818,14.5,0,0
le champ-saint-père è un comune francese situato nel dipartimento della vandea nella regione dei paesi della loira,le champ - saint - pere e un comune francese situato nella regione di pays de la loire nel dipartimento della vandea,64.2984,0.8537,0.7568,53.5,0,0
fatti gli occhi figuratevi la sua maraviglia quando si accorse che gli occhi si muovevano e che lo guardavano fisso,fatti gli occhi figuramente la sua maraviglia quando vide che gli occhi si muovevano e che lo guardavano,32.8184,0.2698,0.0741,5.1,0,0
ma queste per alcuni sono cose note,ma queste sono cose noti,53.3333,0.1,0.0,10.7,0,0
ma non si può resistere a lungo,ma non posso resistere a lungo,66.6667,0.8067,0.6,38.0,0,0
dunque al danno si aggiunge la beffa,al danno si vuole davvero aggiungere la beffa,100.0,0.999,1.0,100.0,0,0
il più antico documento conosciuto in maltese è   il cantilena un poema del xv secolo scritto da pietro caxaro e il primo dizionario maltese conosciuto è stato scritto dal cavaliere francese franois de vion thezan court nel 1640,il maltese e un libro maltese scritto da pietro caxaro,27.7982,0.3507,0.2308,12.3,0,0
per i sistemi embedded a basso volume o prototipo i computer per uso generale possono essere adattati limitando i programmi o sostituendo il sistema operativo con un sistema operativo in tempo reale,per i sistemi embedded a basso volume o prototipo i computer per uso generale possono essere adattati limitando i programmi in tempo reale,41.0961,0.3235,0.2222,10.3,0,0
qual è l obiettivo principale dell iniziativa,qual e l obiettivo finale di questa iniziativa,57.2619,0.5575,0.3077,23.4,0,0
e di sti tempi non è cosa da poco,e non e poca cosa,15.5853,0.1299,0.0,7.0,0,0
si trova sulle linee national rail north london e northern city,si trova sulle linee national rail north west london e northern city,30.235,0.5445,0.2727,15.9,0,0
con la volpe a bordo emanuele luisa e nonnina si avviarono verso casa,con la volpe a bordo emanuele e nonnina si avviarono verso casa,32.1567,0.6235,0.4167,27.6,0,0
anche questa è un altra storia,e tutta un altra storia,80.754,0.7938,0.8571,66.9,0,0
ma questo che cosa vuol dire,ma che cosa vuol dire questo,90.9091,0.9765,0.8889,76.0,0,0
sì ci sono dei ritardi,ci possono essere dei ritardi,100.0,0.996,1.0,100.0,0,0
berry è una città degli stati uniti d' america nella contea di harrison,berry e una citta dell'oklahoma negli stati uniti,42.423,0.5011,0.2667,20.6,0,0
anche questo non è un delitto,non e mica un delitto,69.504,0.75,0.5714,42.7,0,0
molti dei suoi dipinti sono figure singole di belle donne,molti dei suoi dipinti sono figure singole di belle donne,49.2023,0.75,0.4444,28.2,0,0
la partita comunque è solo all inizio,la partita e appena agli inizi,53.6508,0.3676,0.25,16.2,0,0
la realtà invece era ben diversa,la realta era ben diversa,40.2778,0.4331,0.25,19.4,0,0
brown morì a tunica mississippi nel 1952 all' età di 52 anni,brown mori a tunica mississippi nel 1952,19.1613,0.3036,0.2857,18.4,0,0
e questo sarebbe grave,queste e estremamente grave,47.2222,0.102,0.0,12.4,0,0
c è un ampio parcheggio,c e un ampio parcheggio,56.25,0.5889,0.5714,39.8,0,0
